Date,Year,Month,Unit,Animal,Weight,Commercial_Or_Federally_Inspected,Live_Or_Dressed,Type_Of_Meat
Apr-2000,2000,4,Average Weight in Pounds,Cattle,"1,202.00",Commercial,Live,Red Meat
Mar-2000,2000,3,Average Weight in Pounds,Cattle,"1,215.00",Commercial,Live,Red Meat
Feb-2000,2000,2,Average Weight in Pounds,Cattle,"1,225.00",Commercial,Live,Red Meat
Jan-2000,2000,1,Average Weight in Pounds,Cattle,"1,229.00",Commercial,Live,Red Meat
Dec-1999,1999,12,Average Weight in Pounds,Cattle,"1,225.00",Commercial,Live,Red Meat
Nov-1999,1999,11,Average Weight in Pounds,Cattle,"1,216.00",Commercial,Live,Red Meat
Oct-1999,1999,10,Average Weight in Pounds,Cattle,"1,214.00",Commercial,Live,Red Meat
Sep-1999,1999,9,Average Weight in Pounds,Cattle,"1,210.00",Commercial,Live,Red Meat
Aug-1999,1999,8,Average Weight in Pounds,Cattle,"1,206.00",Commercial,Live,Red Meat
Jul-1999,1999,7,Average Weight in Pounds,Cattle,"1,206.00",Commercial,Live,Red Meat
Jun-1999,1999,6,Average Weight in Pounds,Cattle,"1,195.00",Commercial,Live,Red Meat
May-1999,1999,5,Average Weight in Pounds,Cattle,"1,188.00",Commercial,Live,Red Meat
Apr-1999,1999,4,Average Weight in Pounds,Cattle,"1,201.00",Commercial,Live,Red Meat
Mar-1999,1999,3,Average Weight in Pounds,Cattle,"1,216.00",Commercial,Live,Red Meat
Feb-1999,1999,2,Average Weight in Pounds,Cattle,"1,221.00",Commercial,Live,Red Meat
Jan-1999,1999,1,Average Weight in Pounds,Cattle,"1,220.00",Commercial,Live,Red Meat
Dec-1998,1998,12,Average Weight in Pounds,Cattle,"1,214.00",Commercial,Live,Red Meat
Nov-1998,1998,11,Average Weight in Pounds,Cattle,"1,211.00",Commercial,Live,Red Meat
Oct-1998,1998,10,Average Weight in Pounds,Cattle,"1,214.00",Commercial,Live,Red Meat
Sep-1998,1998,9,Average Weight in Pounds,Cattle,"1,213.00",Commercial,Live,Red Meat
Aug-1998,1998,8,Average Weight in Pounds,Cattle,"1,210.00",Commercial,Live,Red Meat
Jul-1998,1998,7,Average Weight in Pounds,Cattle,"1,203.00",Commercial,Live,Red Meat
Jun-1998,1998,6,Average Weight in Pounds,Cattle,"1,197.00",Commercial,Live,Red Meat
May-1998,1998,5,Average Weight in Pounds,Cattle,"1,188.00",Commercial,Live,Red Meat
Apr-1998,1998,4,Average Weight in Pounds,Cattle,"1,189.00",Commercial,Live,Red Meat
Mar-1998,1998,3,Average Weight in Pounds,Cattle,"1,200.00",Commercial,Live,Red Meat
Feb-1998,1998,2,Average Weight in Pounds,Cattle,"1,204.00",Commercial,Live,Red Meat
Jan-1998,1998,1,Average Weight in Pounds,Cattle,"1,197.00",Commercial,Live,Red Meat
Dec-1997,1997,12,Average Weight in Pounds,Cattle,"1,193.00",Commercial,Live,Red Meat
Nov-1997,1997,11,Average Weight in Pounds,Cattle,"1,188.00",Commercial,Live,Red Meat
Oct-1997,1997,10,Average Weight in Pounds,Cattle,"1,195.00",Commercial,Live,Red Meat
Sep-1997,1997,9,Average Weight in Pounds,Cattle,"1,193.00",Commercial,Live,Red Meat
Aug-1997,1997,8,Average Weight in Pounds,Cattle,"1,187.00",Commercial,Live,Red Meat
Jul-1997,1997,7,Average Weight in Pounds,Cattle,"1,178.00",Commercial,Live,Red Meat
Jun-1997,1997,6,Average Weight in Pounds,Cattle,"1,160.00",Commercial,Live,Red Meat
May-1997,1997,5,Average Weight in Pounds,Cattle,"1,149.00",Commercial,Live,Red Meat
Apr-1997,1997,4,Average Weight in Pounds,Cattle,"1,152.00",Commercial,Live,Red Meat
Mar-1997,1997,3,Average Weight in Pounds,Cattle,"1,161.00",Commercial,Live,Red Meat
Feb-1997,1997,2,Average Weight in Pounds,Cattle,"1,162.00",Commercial,Live,Red Meat
Jan-1997,1997,1,Average Weight in Pounds,Cattle,"1,160.00",Commercial,Live,Red Meat
Dec-1996,1996,12,Average Weight in Pounds,Cattle,"1,159.00",Commercial,Live,Red Meat
Nov-1996,1996,11,Average Weight in Pounds,Cattle,"1,163.00",Commercial,Live,Red Meat
Oct-1996,1996,10,Average Weight in Pounds,Cattle,"1,173.00",Commercial,Live,Red Meat
Sep-1996,1996,9,Average Weight in Pounds,Cattle,"1,179.00",Commercial,Live,Red Meat
Aug-1996,1996,8,Average Weight in Pounds,Cattle,"1,175.00",Commercial,Live,Red Meat
Jul-1996,1996,7,Average Weight in Pounds,Cattle,"1,163.00",Commercial,Live,Red Meat
Jun-1996,1996,6,Average Weight in Pounds,Cattle,"1,160.00",Commercial,Live,Red Meat
May-1996,1996,5,Average Weight in Pounds,Cattle,"1,156.00",Commercial,Live,Red Meat
Apr-1996,1996,4,Average Weight in Pounds,Cattle,"1,160.00",Commercial,Live,Red Meat
Mar-1996,1996,3,Average Weight in Pounds,Cattle,"1,174.00",Commercial,Live,Red Meat
Feb-1996,1996,2,Average Weight in Pounds,Cattle,"1,176.00",Commercial,Live,Red Meat
Jan-1996,1996,1,Average Weight in Pounds,Cattle,"1,190.00",Commercial,Live,Red Meat
Dec-1995,1995,12,Average Weight in Pounds,Cattle,"1,192.00",Commercial,Live,Red Meat
Nov-1995,1995,11,Average Weight in Pounds,Cattle,"1,187.00",Commercial,Live,Red Meat
Oct-1995,1995,10,Average Weight in Pounds,Cattle,"1,189.00",Commercial,Live,Red Meat
Sep-1995,1995,9,Average Weight in Pounds,Cattle,"1,192.00",Commercial,Live,Red Meat
Aug-1995,1995,8,Average Weight in Pounds,Cattle,"1,188.00",Commercial,Live,Red Meat
Jul-1995,1995,7,Average Weight in Pounds,Cattle,"1,184.00",Commercial,Live,Red Meat
Jun-1995,1995,6,Average Weight in Pounds,Cattle,"1,177.00",Commercial,Live,Red Meat
May-1995,1995,5,Average Weight in Pounds,Cattle,"1,170.00",Commercial,Live,Red Meat
Apr-1995,1995,4,Average Weight in Pounds,Cattle,"1,171.00",Commercial,Live,Red Meat
Mar-1995,1995,3,Average Weight in Pounds,Cattle,"1,177.00",Commercial,Live,Red Meat
Feb-1995,1995,2,Average Weight in Pounds,Cattle,"1,184.00",Commercial,Live,Red Meat
Jan-1995,1995,1,Average Weight in Pounds,Cattle,"1,189.00",Commercial,Live,Red Meat
Dec-1994,1994,12,Average Weight in Pounds,Cattle,"1,189.00",Commercial,Live,Red Meat
Nov-1994,1994,11,Average Weight in Pounds,Cattle,"1,191.00",Commercial,Live,Red Meat
Oct-1994,1994,10,Average Weight in Pounds,Cattle,"1,200.00",Commercial,Live,Red Meat
Sep-1994,1994,9,Average Weight in Pounds,Cattle,"1,205.00",Commercial,Live,Red Meat
Aug-1994,1994,8,Average Weight in Pounds,Cattle,"1,204.00",Commercial,Live,Red Meat
Jul-1994,1994,7,Average Weight in Pounds,Cattle,"1,192.00",Commercial,Live,Red Meat
Jun-1994,1994,6,Average Weight in Pounds,Cattle,"1,178.00",Commercial,Live,Red Meat
May-1994,1994,5,Average Weight in Pounds,Cattle,"1,172.00",Commercial,Live,Red Meat
Apr-1994,1994,4,Average Weight in Pounds,Cattle,"1,175.00",Commercial,Live,Red Meat
Mar-1994,1994,3,Average Weight in Pounds,Cattle,"1,182.00",Commercial,Live,Red Meat
Feb-1994,1994,2,Average Weight in Pounds,Cattle,"1,186.00",Commercial,Live,Red Meat
Jan-1994,1994,1,Average Weight in Pounds,Cattle,"1,191.00",Commercial,Live,Red Meat
Dec-1993,1993,12,Average Weight in Pounds,Cattle,"1,189.00",Commercial,Live,Red Meat
Nov-1993,1993,11,Average Weight in Pounds,Cattle,"1,185.00",Commercial,Live,Red Meat
Oct-1993,1993,10,Average Weight in Pounds,Cattle,"1,187.00",Commercial,Live,Red Meat
Sep-1993,1993,9,Average Weight in Pounds,Cattle,"1,185.00",Commercial,Live,Red Meat
Aug-1993,1993,8,Average Weight in Pounds,Cattle,"1,173.00",Commercial,Live,Red Meat
Jul-1993,1993,7,Average Weight in Pounds,Cattle,"1,160.00",Commercial,Live,Red Meat
Jun-1993,1993,6,Average Weight in Pounds,Cattle,"1,143.00",Commercial,Live,Red Meat
May-1993,1993,5,Average Weight in Pounds,Cattle,"1,123.00",Commercial,Live,Red Meat
Apr-1993,1993,4,Average Weight in Pounds,Cattle,"1,125.00",Commercial,Live,Red Meat
Mar-1993,1993,3,Average Weight in Pounds,Cattle,"1,141.00",Commercial,Live,Red Meat
Feb-1993,1993,2,Average Weight in Pounds,Cattle,"1,155.00",Commercial,Live,Red Meat
Jan-1993,1993,1,Average Weight in Pounds,Cattle,"1,164.00",Commercial,Live,Red Meat
Dec-1992,1992,12,Average Weight in Pounds,Cattle,"1,171.00",Commercial,Live,Red Meat
Nov-1992,1992,11,Average Weight in Pounds,Cattle,"1,177.00",Commercial,Live,Red Meat
Oct-1992,1992,10,Average Weight in Pounds,Cattle,"1,180.00",Commercial,Live,Red Meat
Sep-1992,1992,9,Average Weight in Pounds,Cattle,"1,183.00",Commercial,Live,Red Meat
Aug-1992,1992,8,Average Weight in Pounds,Cattle,"1,178.00",Commercial,Live,Red Meat
Jul-1992,1992,7,Average Weight in Pounds,Cattle,"1,165.00",Commercial,Live,Red Meat
Jun-1992,1992,6,Average Weight in Pounds,Cattle,"1,159.00",Commercial,Live,Red Meat
May-1992,1992,5,Average Weight in Pounds,Cattle,"1,150.00",Commercial,Live,Red Meat
Apr-1992,1992,4,Average Weight in Pounds,Cattle,"1,154.00",Commercial,Live,Red Meat
Mar-1992,1992,3,Average Weight in Pounds,Cattle,"1,160.00",Commercial,Live,Red Meat
Feb-1992,1992,2,Average Weight in Pounds,Cattle,"1,173.00",Commercial,Live,Red Meat
Jan-1992,1992,1,Average Weight in Pounds,Cattle,"1,173.00",Commercial,Live,Red Meat
Dec-1991,1991,12,Average Weight in Pounds,Cattle,"1,172.00",Commercial,Live,Red Meat
Nov-1991,1991,11,Average Weight in Pounds,Cattle,"1,179.00",Commercial,Live,Red Meat
Oct-1991,1991,10,Average Weight in Pounds,Cattle,"1,195.00",Commercial,Live,Red Meat
Sep-1991,1991,9,Average Weight in Pounds,Cattle,"1,182.00",Commercial,Live,Red Meat
Aug-1991,1991,8,Average Weight in Pounds,Cattle,"1,176.00",Commercial,Live,Red Meat
Jul-1991,1991,7,Average Weight in Pounds,Cattle,"1,160.00",Commercial,Live,Red Meat
Jun-1991,1991,6,Average Weight in Pounds,Cattle,"1,150.00",Commercial,Live,Red Meat
May-1991,1991,5,Average Weight in Pounds,Cattle,"1,140.00",Commercial,Live,Red Meat
Apr-1991,1991,4,Average Weight in Pounds,Cattle,"1,144.00",Commercial,Live,Red Meat
Mar-1991,1991,3,Average Weight in Pounds,Cattle,"1,156.00",Commercial,Live,Red Meat
Feb-1991,1991,2,Average Weight in Pounds,Cattle,"1,162.00",Commercial,Live,Red Meat
Jan-1991,1991,1,Average Weight in Pounds,Cattle,"1,144.00",Commercial,Live,Red Meat
Dec-1990,1990,12,Average Weight in Pounds,Cattle,"1,145.00",Commercial,Live,Red Meat
Nov-1990,1990,11,Average Weight in Pounds,Cattle,"1,144.00",Commercial,Live,Red Meat
Oct-1990,1990,10,Average Weight in Pounds,Cattle,"1,149.00",Commercial,Live,Red Meat
Sep-1990,1990,9,Average Weight in Pounds,Cattle,"1,148.00",Commercial,Live,Red Meat
Aug-1990,1990,8,Average Weight in Pounds,Cattle,"1,144.00",Commercial,Live,Red Meat
Jul-1990,1990,7,Average Weight in Pounds,Cattle,"1,125.00",Commercial,Live,Red Meat
Jun-1990,1990,6,Average Weight in Pounds,Cattle,"1,117.00",Commercial,Live,Red Meat
May-1990,1990,5,Average Weight in Pounds,Cattle,"1,109.00",Commercial,Live,Red Meat
Apr-1990,1990,4,Average Weight in Pounds,Cattle,"1,137.00",Commercial,Live,Red Meat
Mar-1990,1990,3,Average Weight in Pounds,Cattle,"1,133.00",Commercial,Live,Red Meat
Feb-1990,1990,2,Average Weight in Pounds,Cattle,"1,141.00",Commercial,Live,Red Meat
Jan-1990,1990,1,Average Weight in Pounds,Cattle,"1,144.00",Commercial,Live,Red Meat
Dec-1989,1989,12,Average Weight in Pounds,Cattle,"1,151.00",Commercial,Live,Red Meat
Nov-1989,1989,11,Average Weight in Pounds,Cattle,"1,153.00",Commercial,Live,Red Meat
Oct-1989,1989,10,Average Weight in Pounds,Cattle,"1,152.00",Commercial,Live,Red Meat
Sep-1989,1989,9,Average Weight in Pounds,Cattle,"1,150.00",Commercial,Live,Red Meat
Aug-1989,1989,8,Average Weight in Pounds,Cattle,"1,142.00",Commercial,Live,Red Meat
Jul-1989,1989,7,Average Weight in Pounds,Cattle,"1,123.00",Commercial,Live,Red Meat
Jun-1989,1989,6,Average Weight in Pounds,Cattle,"1,116.00",Commercial,Live,Red Meat
May-1989,1989,5,Average Weight in Pounds,Cattle,"1,105.00",Commercial,Live,Red Meat
Apr-1989,1989,4,Average Weight in Pounds,Cattle,"1,115.00",Commercial,Live,Red Meat
Mar-1989,1989,3,Average Weight in Pounds,Cattle,"1,125.00",Commercial,Live,Red Meat
Feb-1989,1989,2,Average Weight in Pounds,Cattle,"1,133.00",Commercial,Live,Red Meat
Jan-1989,1989,1,Average Weight in Pounds,Cattle,"1,148.00",Commercial,Live,Red Meat
Dec-1988,1988,12,Average Weight in Pounds,Cattle,"1,141.00",Commercial,Live,Red Meat
Nov-1988,1988,11,Average Weight in Pounds,Cattle,"1,134.00",Commercial,Live,Red Meat
Oct-1988,1988,10,Average Weight in Pounds,Cattle,"1,135.00",Commercial,Live,Red Meat
Sep-1988,1988,9,Average Weight in Pounds,Cattle,"1,130.00",Commercial,Live,Red Meat
Aug-1988,1988,8,Average Weight in Pounds,Cattle,"1,123.00",Commercial,Live,Red Meat
Jul-1988,1988,7,Average Weight in Pounds,Cattle,"1,113.00",Commercial,Live,Red Meat
Jun-1988,1988,6,Average Weight in Pounds,Cattle,"1,105.00",Commercial,Live,Red Meat
May-1988,1988,5,Average Weight in Pounds,Cattle,"1,102.00",Commercial,Live,Red Meat
Apr-1988,1988,4,Average Weight in Pounds,Cattle,"1,106.00",Commercial,Live,Red Meat
Mar-1988,1988,3,Average Weight in Pounds,Cattle,"1,117.00",Commercial,Live,Red Meat
Feb-1988,1988,2,Average Weight in Pounds,Cattle,"1,118.00",Commercial,Live,Red Meat
Jan-1988,1988,1,Average Weight in Pounds,Cattle,"1,119.00",Commercial,Live,Red Meat
Dec-1987,1987,12,Average Weight in Pounds,Cattle,"1,123.00",Commercial,Live,Red Meat
Nov-1987,1987,11,Average Weight in Pounds,Cattle,"1,121.00",Commercial,Live,Red Meat
Oct-1987,1987,10,Average Weight in Pounds,Cattle,"1,118.00",Commercial,Live,Red Meat
Sep-1987,1987,9,Average Weight in Pounds,Cattle,"1,114.00",Commercial,Live,Red Meat
Aug-1987,1987,8,Average Weight in Pounds,Cattle,"1,100.00",Commercial,Live,Red Meat
Jul-1987,1987,7,Average Weight in Pounds,Cattle,"1,093.00",Commercial,Live,Red Meat
Jun-1987,1987,6,Average Weight in Pounds,Cattle,"1,086.00",Commercial,Live,Red Meat
May-1987,1987,5,Average Weight in Pounds,Cattle,"1,087.00",Commercial,Live,Red Meat
Apr-1987,1987,4,Average Weight in Pounds,Cattle,"1,094.00",Commercial,Live,Red Meat
Mar-1987,1987,3,Average Weight in Pounds,Cattle,"1,107.00",Commercial,Live,Red Meat
Feb-1987,1987,2,Average Weight in Pounds,Cattle,"1,108.00",Commercial,Live,Red Meat
Jan-1987,1987,1,Average Weight in Pounds,Cattle,"1,109.00",Commercial,Live,Red Meat
Dec-1986,1986,12,Average Weight in Pounds,Cattle,"1,099.00",Commercial,Live,Red Meat
Nov-1986,1986,11,Average Weight in Pounds,Cattle,"1,097.00",Commercial,Live,Red Meat
Oct-1986,1986,10,Average Weight in Pounds,Cattle,"1,103.00",Commercial,Live,Red Meat
Sep-1986,1986,9,Average Weight in Pounds,Cattle,"1,102.00",Commercial,Live,Red Meat
Aug-1986,1986,8,Average Weight in Pounds,Cattle,"1,091.00",Commercial,Live,Red Meat
Jul-1986,1986,7,Average Weight in Pounds,Cattle,"1,091.00",Commercial,Live,Red Meat
Jun-1986,1986,6,Average Weight in Pounds,Cattle,"1,094.00",Commercial,Live,Red Meat
May-1986,1986,5,Average Weight in Pounds,Cattle,"1,102.00",Commercial,Live,Red Meat
Apr-1986,1986,4,Average Weight in Pounds,Cattle,"1,110.00",Commercial,Live,Red Meat
Mar-1986,1986,3,Average Weight in Pounds,Cattle,"1,110.00",Commercial,Live,Red Meat
Feb-1986,1986,2,Average Weight in Pounds,Cattle,"1,107.00",Commercial,Live,Red Meat
Jan-1986,1986,1,Average Weight in Pounds,Cattle,"1,100.00",Commercial,Live,Red Meat
Dec-1985,1985,12,Average Weight in Pounds,Cattle,"1,092.00",Commercial,Live,Red Meat
Nov-1985,1985,11,Average Weight in Pounds,Cattle,"1,103.00",Commercial,Live,Red Meat
Oct-1985,1985,10,Average Weight in Pounds,Cattle,"1,104.00",Commercial,Live,Red Meat
Sep-1985,1985,9,Average Weight in Pounds,Cattle,"1,109.00",Commercial,Live,Red Meat
Aug-1985,1985,8,Average Weight in Pounds,Cattle,"1,102.00",Commercial,Live,Red Meat
Jul-1985,1985,7,Average Weight in Pounds,Cattle,"1,100.00",Commercial,Live,Red Meat
Jun-1985,1985,6,Average Weight in Pounds,Cattle,"1,104.00",Commercial,Live,Red Meat
May-1985,1985,5,Average Weight in Pounds,Cattle,"1,104.00",Commercial,Live,Red Meat
Apr-1985,1985,4,Average Weight in Pounds,Cattle,"1,098.00",Commercial,Live,Red Meat
Mar-1985,1985,3,Average Weight in Pounds,Cattle,"1,092.00",Commercial,Live,Red Meat
Feb-1985,1985,2,Average Weight in Pounds,Cattle,"1,087.00",Commercial,Live,Red Meat
Jan-1985,1985,1,Average Weight in Pounds,Cattle,"1,080.00",Commercial,Live,Red Meat
Dec-1984,1984,12,Average Weight in Pounds,Cattle,"1,073.00",Commercial,Live,Red Meat
Nov-1984,1984,11,Average Weight in Pounds,Cattle,"1,072.00",Commercial,Live,Red Meat
Oct-1984,1984,10,Average Weight in Pounds,Cattle,"1,072.00",Commercial,Live,Red Meat
Sep-1984,1984,9,Average Weight in Pounds,Cattle,"1,066.00",Commercial,Live,Red Meat
Aug-1984,1984,8,Average Weight in Pounds,Cattle,"1,060.00",Commercial,Live,Red Meat
Jul-1984,1984,7,Average Weight in Pounds,Cattle,"1,055.00",Commercial,Live,Red Meat
Jun-1984,1984,6,Average Weight in Pounds,Cattle,"1,059.00",Commercial,Live,Red Meat
May-1984,1984,5,Average Weight in Pounds,Cattle,"1,063.00",Commercial,Live,Red Meat
Apr-1984,1984,4,Average Weight in Pounds,Cattle,"1,067.00",Commercial,Live,Red Meat
Mar-1984,1984,3,Average Weight in Pounds,Cattle,"1,073.00",Commercial,Live,Red Meat
Feb-1984,1984,2,Average Weight in Pounds,Cattle,"1,074.00",Commercial,Live,Red Meat
Jan-1984,1984,1,Average Weight in Pounds,Cattle,"1,066.00",Commercial,Live,Red Meat
Dec-1983,1983,12,Average Weight in Pounds,Cattle,"1,070.00",Commercial,Live,Red Meat
Nov-1983,1983,11,Average Weight in Pounds,Cattle,"1,078.00",Commercial,Live,Red Meat
Oct-1983,1983,10,Average Weight in Pounds,Cattle,"1,070.00",Commercial,Live,Red Meat
Sep-1983,1983,9,Average Weight in Pounds,Cattle,"1,067.00",Commercial,Live,Red Meat
Aug-1983,1983,8,Average Weight in Pounds,Cattle,"1,064.00",Commercial,Live,Red Meat
Jul-1983,1983,7,Average Weight in Pounds,Cattle,"1,067.00",Commercial,Live,Red Meat
Jun-1983,1983,6,Average Weight in Pounds,Cattle,"1,061.00",Commercial,Live,Red Meat
May-1983,1983,5,Average Weight in Pounds,Cattle,"1,066.00",Commercial,Live,Red Meat
Apr-1983,1983,4,Average Weight in Pounds,Cattle,"1,069.00",Commercial,Live,Red Meat
Mar-1983,1983,3,Average Weight in Pounds,Cattle,"1,079.00",Commercial,Live,Red Meat
Feb-1983,1983,2,Average Weight in Pounds,Cattle,"1,084.00",Commercial,Live,Red Meat
Jan-1983,1983,1,Average Weight in Pounds,Cattle,"1,078.00",Commercial,Live,Red Meat
Dec-2023,2023,12,Average Weight in Pounds,Calves,293,Commercial,Live,Red Meat
Nov-2023,2023,11,Average Weight in Pounds,Calves,301,Commercial,Live,Red Meat
Oct-2023,2023,10,Average Weight in Pounds,Calves,308,Commercial,Live,Red Meat
Sep-2023,2023,9,Average Weight in Pounds,Calves,287,Commercial,Live,Red Meat
Aug-2023,2023,8,Average Weight in Pounds,Calves,273,Commercial,Live,Red Meat
Jul-2023,2023,7,Average Weight in Pounds,Calves,278,Commercial,Live,Red Meat
Jun-2023,2023,6,Average Weight in Pounds,Calves,284,Commercial,Live,Red Meat
May-2023,2023,5,Average Weight in Pounds,Calves,292,Commercial,Live,Red Meat
Apr-2023,2023,4,Average Weight in Pounds,Calves,280,Commercial,Live,Red Meat
Mar-2023,2023,3,Average Weight in Pounds,Calves,277,Commercial,Live,Red Meat
Feb-2023,2023,2,Average Weight in Pounds,Calves,255,Commercial,Live,Red Meat
Jan-2023,2023,1,Average Weight in Pounds,Calves,249,Commercial,Live,Red Meat
Dec-2022,2022,12,Average Weight in Pounds,Calves,237,Commercial,Live,Red Meat
Nov-2022,2022,11,Average Weight in Pounds,Calves,251,Commercial,Live,Red Meat
Oct-2022,2022,10,Average Weight in Pounds,Calves,259,Commercial,Live,Red Meat
Sep-2022,2022,9,Average Weight in Pounds,Calves,237,Commercial,Live,Red Meat
Aug-2022,2022,8,Average Weight in Pounds,Calves,242,Commercial,Live,Red Meat
Jul-2022,2022,7,Average Weight in Pounds,Calves,242,Commercial,Live,Red Meat
Jun-2022,2022,6,Average Weight in Pounds,Calves,271,Commercial,Live,Red Meat
May-2022,2022,5,Average Weight in Pounds,Calves,279,Commercial,Live,Red Meat
Apr-2022,2022,4,Average Weight in Pounds,Calves,277,Commercial,Live,Red Meat
Mar-2022,2022,3,Average Weight in Pounds,Calves,262,Commercial,Live,Red Meat
Feb-2022,2022,2,Average Weight in Pounds,Calves,243,Commercial,Live,Red Meat
Jan-2022,2022,1,Average Weight in Pounds,Calves,247,Commercial,Live,Red Meat
Dec-2021,2021,12,Average Weight in Pounds,Calves,237,Commercial,Live,Red Meat
Nov-2021,2021,11,Average Weight in Pounds,Calves,242,Commercial,Live,Red Meat
Oct-2021,2021,10,Average Weight in Pounds,Calves,225,Commercial,Live,Red Meat
Sep-2021,2021,9,Average Weight in Pounds,Calves,224,Commercial,Live,Red Meat
Aug-2021,2021,8,Average Weight in Pounds,Calves,214,Commercial,Live,Red Meat
Jul-2021,2021,7,Average Weight in Pounds,Calves,205,Commercial,Live,Red Meat
Jun-2021,2021,6,Average Weight in Pounds,Calves,223,Commercial,Live,Red Meat
May-2021,2021,5,Average Weight in Pounds,Calves,249,Commercial,Live,Red Meat
Apr-2021,2021,4,Average Weight in Pounds,Calves,268,Commercial,Live,Red Meat
Mar-2021,2021,3,Average Weight in Pounds,Calves,267,Commercial,Live,Red Meat
Feb-2021,2021,2,Average Weight in Pounds,Calves,247,Commercial,Live,Red Meat
Jan-2021,2021,1,Average Weight in Pounds,Calves,248,Commercial,Live,Red Meat
Dec-2020,2020,12,Average Weight in Pounds,Calves,242,Commercial,Live,Red Meat
Nov-2020,2020,11,Average Weight in Pounds,Calves,241,Commercial,Live,Red Meat
