Date,Year,Month,Unit,Production,Animal,Commercial or Federally Inspected,Type of Meat
Aug-1995,1995,8,Million Pounds,"2,316.00",Beef,Commercial,Red Meat
Jul-1995,1995,7,Million Pounds,"2,089.00",Beef,Commercial,Red Meat
Jun-1995,1995,6,Million Pounds,"2,285.00",Beef,Commercial,Red Meat
May-1995,1995,5,Million Pounds,"2,186.00",Beef,Commercial,Red Meat
Apr-1995,1995,4,Million Pounds,"1,854.00",Beef,Commercial,Red Meat
Mar-1995,1995,3,Million Pounds,"2,067.00",Beef,Commercial,Red Meat
Feb-1995,1995,2,Million Pounds,"1,811.00",Beef,Commercial,Red Meat
Jan-1995,1995,1,Million Pounds,"2,010.00",Beef,Commercial,Red Meat
Dec-1994,1994,12,Million Pounds,"2,020.00",Beef,Commercial,Red Meat
Nov-1994,1994,11,Million Pounds,"1,978.00",Beef,Commercial,Red Meat
Oct-1994,1994,10,Million Pounds,"2,116.00",Beef,Commercial,Red Meat
Sep-1994,1994,9,Million Pounds,"2,135.00",Beef,Commercial,Red Meat
Aug-1994,1994,8,Million Pounds,"2,215.00",Beef,Commercial,Red Meat
Jul-1994,1994,7,Million Pounds,"2,027.00",Beef,Commercial,Red Meat
Jun-1994,1994,6,Million Pounds,"2,156.00",Beef,Commercial,Red Meat
May-1994,1994,5,Million Pounds,"1,985.00",Beef,Commercial,Red Meat
Apr-1994,1994,4,Million Pounds,"1,901.00",Beef,Commercial,Red Meat
Mar-1994,1994,3,Million Pounds,"2,001.00",Beef,Commercial,Red Meat
Feb-1994,1994,2,Million Pounds,"1,802.00",Beef,Commercial,Red Meat
Jan-1994,1994,1,Million Pounds,"1,942.00",Beef,Commercial,Red Meat
Dec-1993,1993,12,Million Pounds,"1,948.00",Beef,Commercial,Red Meat
Nov-1993,1993,11,Million Pounds,"1,891.00",Beef,Commercial,Red Meat
Oct-1993,1993,10,Million Pounds,"1,980.00",Beef,Commercial,Red Meat
Sep-1993,1993,9,Million Pounds,"2,027.00",Beef,Commercial,Red Meat
Aug-1993,1993,8,Million Pounds,"2,065.00",Beef,Commercial,Red Meat
Jul-1993,1993,7,Million Pounds,"1,984.00",Beef,Commercial,Red Meat
Jun-1993,1993,6,Million Pounds,"2,051.00",Beef,Commercial,Red Meat
May-1993,1993,5,Million Pounds,"1,857.00",Beef,Commercial,Red Meat
Apr-1993,1993,4,Million Pounds,"1,782.00",Beef,Commercial,Red Meat
Mar-1993,1993,3,Million Pounds,"1,858.00",Beef,Commercial,Red Meat
Feb-1993,1993,2,Million Pounds,"1,677.00",Beef,Commercial,Red Meat
Jan-1993,1993,1,Million Pounds,"1,822.00",Beef,Commercial,Red Meat
Dec-1992,1992,12,Million Pounds,"1,855.00",Beef,Commercial,Red Meat
Nov-1992,1992,11,Million Pounds,"1,784.00",Beef,Commercial,Red Meat
Oct-1992,1992,10,Million Pounds,"2,015.00",Beef,Commercial,Red Meat
Sep-1992,1992,9,Million Pounds,"1,996.00",Beef,Commercial,Red Meat
Aug-1992,1992,8,Million Pounds,"1,980.00",Beef,Commercial,Red Meat
Jul-1992,1992,7,Million Pounds,"2,015.00",Beef,Commercial,Red Meat
Jun-1992,1992,6,Million Pounds,"2,039.00",Beef,Commercial,Red Meat
May-1992,1992,5,Million Pounds,"1,900.00",Beef,Commercial,Red Meat
Apr-1992,1992,4,Million Pounds,"1,787.00",Beef,Commercial,Red Meat
Mar-1992,1992,3,Million Pounds,"1,850.00",Beef,Commercial,Red Meat
Feb-1992,1992,2,Million Pounds,"1,708.00",Beef,Commercial,Red Meat
Jan-1992,1992,1,Million Pounds,"2,039.00",Beef,Commercial,Red Meat
Dec-1991,1991,12,Million Pounds,"1,782.00",Beef,Commercial,Red Meat
Nov-1991,1991,11,Million Pounds,"1,813.00",Beef,Commercial,Red Meat
Oct-1991,1991,10,Million Pounds,"2,114.00",Beef,Commercial,Red Meat
Sep-1991,1991,9,Million Pounds,"1,940.00",Beef,Commercial,Red Meat
Aug-1991,1991,8,Million Pounds,"2,077.00",Beef,Commercial,Red Meat
Jul-1991,1991,7,Million Pounds,"1,996.00",Beef,Commercial,Red Meat
Jun-1991,1991,6,Million Pounds,"1,874.00",Beef,Commercial,Red Meat
May-1991,1991,5,Million Pounds,"1,947.00",Beef,Commercial,Red Meat
Apr-1991,1991,4,Million Pounds,"1,872.00",Beef,Commercial,Red Meat
Mar-1991,1991,3,Million Pounds,"1,720.00",Beef,Commercial,Red Meat
Feb-1991,1991,2,Million Pounds,"1,695.00",Beef,Commercial,Red Meat
Jan-1991,1991,1,Million Pounds,"1,970.00",Beef,Commercial,Red Meat
Dec-1990,1990,12,Million Pounds,"1,681.00",Beef,Commercial,Red Meat
Nov-1990,1990,11,Million Pounds,"1,842.00",Beef,Commercial,Red Meat
Oct-1990,1990,10,Million Pounds,"2,044.00",Beef,Commercial,Red Meat
Sep-1990,1990,9,Million Pounds,"1,815.00",Beef,Commercial,Red Meat
Aug-1990,1990,8,Million Pounds,"2,063.00",Beef,Commercial,Red Meat
Jul-1990,1990,7,Million Pounds,"1,945.00",Beef,Commercial,Red Meat
Jun-1990,1990,6,Million Pounds,"1,981.00",Beef,Commercial,Red Meat
May-1990,1990,5,Million Pounds,"2,007.00",Beef,Commercial,Red Meat
Apr-1990,1990,4,Million Pounds,"1,748.00",Beef,Commercial,Red Meat
Mar-1990,1990,3,Million Pounds,"1,870.00",Beef,Commercial,Red Meat
Feb-1990,1990,2,Million Pounds,"1,706.00",Beef,Commercial,Red Meat
Jan-1990,1990,1,Million Pounds,"1,932.00",Beef,Commercial,Red Meat
Dec-1989,1989,12,Million Pounds,"1,827.00",Beef,Commercial,Red Meat
Nov-1989,1989,11,Million Pounds,"1,906.00",Beef,Commercial,Red Meat
Oct-1989,1989,10,Million Pounds,"2,041.00",Beef,Commercial,Red Meat
Sep-1989,1989,9,Million Pounds,"1,913.00",Beef,Commercial,Red Meat
Aug-1989,1989,8,Million Pounds,"2,092.00",Beef,Commercial,Red Meat
Jul-1989,1989,7,Million Pounds,"1,888.00",Beef,Commercial,Red Meat
Jun-1989,1989,6,Million Pounds,"2,022.00",Beef,Commercial,Red Meat
May-1989,1989,5,Million Pounds,"1,999.00",Beef,Commercial,Red Meat
Apr-1989,1989,4,Million Pounds,"1,756.00",Beef,Commercial,Red Meat
Mar-1989,1989,3,Million Pounds,"1,887.00",Beef,Commercial,Red Meat
Feb-1989,1989,2,Million Pounds,"1,744.00",Beef,Commercial,Red Meat
Jan-1989,1989,1,Million Pounds,"1,899.00",Beef,Commercial,Red Meat
Dec-1988,1988,12,Million Pounds,"1,872.00",Beef,Commercial,Red Meat
Nov-1988,1988,11,Million Pounds,"1,876.00",Beef,Commercial,Red Meat
Oct-1988,1988,10,Million Pounds,"2,007.00",Beef,Commercial,Red Meat
Sep-1988,1988,9,Million Pounds,"2,041.00",Beef,Commercial,Red Meat
Aug-1988,1988,8,Million Pounds,"2,162.00",Beef,Commercial,Red Meat
Jul-1988,1988,7,Million Pounds,"1,982.00",Beef,Commercial,Red Meat
Jun-1988,1988,6,Million Pounds,"2,025.00",Beef,Commercial,Red Meat
May-1988,1988,5,Million Pounds,"1,918.00",Beef,Commercial,Red Meat
Apr-1988,1988,4,Million Pounds,"1,841.00",Beef,Commercial,Red Meat
Mar-1988,1988,3,Million Pounds,"1,925.00",Beef,Commercial,Red Meat
Feb-1988,1988,2,Million Pounds,"1,829.00",Beef,Commercial,Red Meat
Jan-1988,1988,1,Million Pounds,"1,946.00",Beef,Commercial,Red Meat
Dec-1987,1987,12,Million Pounds,"1,924.00",Beef,Commercial,Red Meat
Nov-1987,1987,11,Million Pounds,"1,828.00",Beef,Commercial,Red Meat
Oct-1987,1987,10,Million Pounds,"2,098.00",Beef,Commercial,Red Meat
Sep-1987,1987,9,Million Pounds,"2,040.00",Beef,Commercial,Red Meat
Aug-1987,1987,8,Million Pounds,"2,007.00",Beef,Commercial,Red Meat
Jul-1987,1987,7,Million Pounds,"2,017.00",Beef,Commercial,Red Meat
Jun-1987,1987,6,Million Pounds,"1,958.00",Beef,Commercial,Red Meat
May-1987,1987,5,Million Pounds,"1,851.00",Beef,Commercial,Red Meat
Apr-1987,1987,4,Million Pounds,"1,928.00",Beef,Commercial,Red Meat
Mar-1987,1987,3,Million Pounds,"1,907.00",Beef,Commercial,Red Meat
Feb-1987,1987,2,Million Pounds,"1,745.00",Beef,Commercial,Red Meat
Jan-1987,1987,1,Million Pounds,"2,102.00",Beef,Commercial,Red Meat
Dec-1986,1986,12,Million Pounds,"1,971.00",Beef,Commercial,Red Meat
Nov-1986,1986,11,Million Pounds,"1,808.00",Beef,Commercial,Red Meat
Oct-1986,1986,10,Million Pounds,"2,146.00",Beef,Commercial,Red Meat
Sep-1986,1986,9,Million Pounds,"2,050.00",Beef,Commercial,Red Meat
Aug-1986,1986,8,Million Pounds,"2,076.00",Beef,Commercial,Red Meat
Jul-1986,1986,7,Million Pounds,"2,147.00",Beef,Commercial,Red Meat
Jun-1986,1986,6,Million Pounds,"2,027.00",Beef,Commercial,Red Meat
May-1986,1986,5,Million Pounds,"2,109.00",Beef,Commercial,Red Meat
Apr-1986,1986,4,Million Pounds,"2,110.00",Beef,Commercial,Red Meat
Mar-1986,1986,3,Million Pounds,"1,860.00",Beef,Commercial,Red Meat
Feb-1986,1986,2,Million Pounds,"1,769.00",Beef,Commercial,Red Meat
Jan-1986,1986,1,Million Pounds,"2,140.00",Beef,Commercial,Red Meat
Dec-1985,1985,12,Million Pounds,"1,855.00",Beef,Commercial,Red Meat
Nov-1985,1985,11,Million Pounds,"1,812.00",Beef,Commercial,Red Meat
Oct-1985,1985,10,Million Pounds,"2,108.00",Beef,Commercial,Red Meat
Sep-1985,1985,9,Million Pounds,"1,985.00",Beef,Commercial,Red Meat
Aug-1985,1985,8,Million Pounds,"2,123.00",Beef,Commercial,Red Meat
Jul-1985,1985,7,Million Pounds,"2,059.00",Beef,Commercial,Red Meat
Jun-1985,1985,6,Million Pounds,"1,898.00",Beef,Commercial,Red Meat
May-1985,1985,5,Million Pounds,"2,089.00",Beef,Commercial,Red Meat
Apr-1985,1985,4,Million Pounds,"1,936.00",Beef,Commercial,Red Meat
Mar-1985,1985,3,Million Pounds,"1,858.00",Beef,Commercial,Red Meat
Feb-1985,1985,2,Million Pounds,"1,768.00",Beef,Commercial,Red Meat
Jan-1985,1985,1,Million Pounds,"2,066.00",Beef,Commercial,Red Meat
Dec-1984,1984,12,Million Pounds,"1,830.00",Beef,Commercial,Red Meat
Nov-1984,1984,11,Million Pounds,"1,924.00",Beef,Commercial,Red Meat
Oct-1984,1984,10,Million Pounds,"2,182.00",Beef,Commercial,Red Meat
Sep-1984,1984,9,Million Pounds,"1,904.00",Beef,Commercial,Red Meat
Aug-1984,1984,8,Million Pounds,"2,112.00",Beef,Commercial,Red Meat
Jul-1984,1984,7,Million Pounds,"1,936.00",Beef,Commercial,Red Meat
Jun-1984,1984,6,Million Pounds,"1,984.00",Beef,Commercial,Red Meat
May-1984,1984,5,Million Pounds,"2,060.00",Beef,Commercial,Red Meat
Apr-1984,1984,4,Million Pounds,"1,776.00",Beef,Commercial,Red Meat
Mar-1984,1984,3,Million Pounds,"1,937.00",Beef,Commercial,Red Meat
Feb-1984,1984,2,Million Pounds,"1,859.00",Beef,Commercial,Red Meat
Jan-1984,1984,1,Million Pounds,"1,914.00",Beef,Commercial,Red Meat
Dec-1983,1983,12,Million Pounds,"1,965.00",Beef,Commercial,Red Meat
Nov-1983,1983,11,Million Pounds,"1,935.00",Beef,Commercial,Red Meat
Oct-1983,1983,10,Million Pounds,"2,062.00",Beef,Commercial,Red Meat
Sep-1983,1983,9,Million Pounds,"2,090.00",Beef,Commercial,Red Meat
Aug-1983,1983,8,Million Pounds,"2,118.00",Beef,Commercial,Red Meat
Jul-1983,1983,7,Million Pounds,"1,807.00",Beef,Commercial,Red Meat
Jun-1983,1983,6,Million Pounds,"1,970.00",Beef,Commercial,Red Meat
May-1983,1983,5,Million Pounds,"1,859.00",Beef,Commercial,Red Meat
Apr-1983,1983,4,Million Pounds,"1,727.00",Beef,Commercial,Red Meat
Mar-1983,1983,3,Million Pounds,"1,892.00",Beef,Commercial,Red Meat
Feb-1983,1983,2,Million Pounds,"1,707.00",Beef,Commercial,Red Meat
Jan-1983,1983,1,Million Pounds,"1,928.00",Beef,Commercial,Red Meat
Dec-1982,1982,12,Million Pounds,"5,818.00",Beef,Commercial,Red Meat
Nov-1982,1982,11,Million Pounds,,Beef,Commercial,Red Meat
Oct-1982,1982,10,Million Pounds,,Beef,Commercial,Red Meat
Sep-1982,1982,9,Million Pounds,"5,730.00",Beef,Commercial,Red Meat
Aug-1982,1982,8,Million Pounds,,Beef,Commercial,Red Meat
Jul-1982,1982,7,Million Pounds,,Beef,Commercial,Red Meat
Jun-1982,1982,6,Million Pounds,"5,363.00",Beef,Commercial,Red Meat
May-1982,1982,5,Million Pounds,,Beef,Commercial,Red Meat
Apr-1982,1982,4,Million Pounds,,Beef,Commercial,Red Meat
Mar-1982,1982,3,Million Pounds,"5,455.00",Beef,Commercial,Red Meat
Feb-1982,1982,2,Million Pounds,,Beef,Commercial,Red Meat
Jan-1982,1982,1,Million Pounds,,Beef,Commercial,Red Meat
Dec-1981,1981,12,Million Pounds,"1,902.00",Beef,Commercial,Red Meat
Nov-1981,1981,11,Million Pounds,"1,803.00",Beef,Commercial,Red Meat
Oct-1981,1981,10,Million Pounds,"1,971.00",Beef,Commercial,Red Meat
Sep-1981,1981,9,Million Pounds,"1,892.00",Beef,Commercial,Red Meat
Aug-1981,1981,8,Million Pounds,"1,828.00",Beef,Commercial,Red Meat
Jul-1981,1981,7,Million Pounds,"1,821.00",Beef,Commercial,Red Meat
Jun-1981,1981,6,Million Pounds,"1,861.00",Beef,Commercial,Red Meat
May-1981,1981,5,Million Pounds,"1,764.00",Beef,Commercial,Red Meat
Apr-1981,1981,4,Million Pounds,"1,813.00",Beef,Commercial,Red Meat
Mar-1981,1981,3,Million Pounds,"1,900.00",Beef,Commercial,Red Meat
Feb-1981,1981,2,Million Pounds,"1,722.00",Beef,Commercial,Red Meat
Jan-1981,1981,1,Million Pounds,"1,937.00",Beef,Commercial,Red Meat
Dec-1980,1980,12,Million Pounds,"1,857.00",Beef,Commercial,Red Meat
Nov-1980,1980,11,Million Pounds,"1,702.00",Beef,Commercial,Red Meat
Oct-1980,1980,10,Million Pounds,"2,026.00",Beef,Commercial,Red Meat
Sep-1980,1980,9,Million Pounds,"1,827.00",Beef,Commercial,Red Meat
Aug-1980,1980,8,Million Pounds,"1,773.00",Beef,Commercial,Red Meat
Jul-1980,1980,7,Million Pounds,"1,784.00",Beef,Commercial,Red Meat
Jun-1980,1980,6,Million Pounds,"1,725.00",Beef,Commercial,Red Meat
May-1980,1980,5,Million Pounds,"1,784.00",Beef,Commercial,Red Meat
Apr-1980,1980,4,Million Pounds,"1,742.00",Beef,Commercial,Red Meat
Mar-1980,1980,3,Million Pounds,"1,653.00",Beef,Commercial,Red Meat
Feb-1980,1980,2,Million Pounds,"1,708.00",Beef,Commercial,Red Meat
Jan-1980,1980,1,Million Pounds,"1,888.00",Beef,Commercial,Red Meat
Dec-1979,1979,12,Million Pounds,"1,695.00",Beef,Commercial,Red Meat
Nov-1979,1979,11,Million Pounds,"1,780.00",Beef,Commercial,Red Meat
Oct-1979,1979,10,Million Pounds,"1,942.00",Beef,Commercial,Red Meat
Sep-1979,1979,9,Million Pounds,"1,618.00",Beef,Commercial,Red Meat
Aug-1979,1979,8,Million Pounds,"1,921.00",Beef,Commercial,Red Meat
Jul-1979,1979,7,Million Pounds,"1,683.00",Beef,Commercial,Red Meat
Jun-1979,1979,6,Million Pounds,"1,726.00",Beef,Commercial,Red Meat
May-1979,1979,5,Million Pounds,"1,765.00",Beef,Commercial,Red Meat
Apr-1979,1979,4,Million Pounds,"1,585.00",Beef,Commercial,Red Meat
Mar-1979,1979,3,Million Pounds,"1,777.00",Beef,Commercial,Red Meat
Feb-1979,1979,2,Million Pounds,"1,700.00",Beef,Commercial,Red Meat
Jan-1979,1979,1,Million Pounds,"2,070.00",Beef,Commercial,Red Meat
Dec-1978,1978,12,Million Pounds,"1,901.00",Beef,Commercial,Red Meat
Nov-1978,1978,11,Million Pounds,"2,038.00",Beef,Commercial,Red Meat
Oct-1978,1978,10,Million Pounds,"2,103.00",Beef,Commercial,Red Meat
Sep-1978,1978,9,Million Pounds,"1,974.00",Beef,Commercial,Red Meat
Aug-1978,1978,8,Million Pounds,"2,097.00",Beef,Commercial,Red Meat
Jul-1978,1978,7,Million Pounds,"1,852.00",Beef,Commercial,Red Meat
Jun-1978,1978,6,Million Pounds,"1,962.00",Beef,Commercial,Red Meat
May-1978,1978,5,Million Pounds,"2,066.00",Beef,Commercial,Red Meat
Apr-1978,1978,4,Million Pounds,"1,910.00",Beef,Commercial,Red Meat
Mar-1978,1978,3,Million Pounds,"2,074.00",Beef,Commercial,Red Meat
Feb-1978,1978,2,Million Pounds,"1,954.00",Beef,Commercial,Red Meat
Jan-1978,1978,1,Million Pounds,"2,078.00",Beef,Commercial,Red Meat
Dec-1977,1977,12,Million Pounds,"2,045.00",Beef,Commercial,Red Meat
Nov-1977,1977,11,Million Pounds,"2,080.00",Beef,Commercial,Red Meat
Oct-1977,1977,10,Million Pounds,"2,095.00",Beef,Commercial,Red Meat
Sep-1977,1977,9,Million Pounds,"2,122.00",Beef,Commercial,Red Meat
Aug-1977,1977,8,Million Pounds,"2,229.00",Beef,Commercial,Red Meat
Jul-1977,1977,7,Million Pounds,"1,970.00",Beef,Commercial,Red Meat
Jun-1977,1977,6,Million Pounds,"2,182.00",Beef,Commercial,Red Meat
May-1977,1977,5,Million Pounds,"1,991.00",Beef,Commercial,Red Meat
Apr-1977,1977,4,Million Pounds,"1,985.00",Beef,Commercial,Red Meat
Mar-1977,1977,3,Million Pounds,"2,190.00",Beef,Commercial,Red Meat
Feb-1977,1977,2,Million Pounds,"1,981.00",Beef,Commercial,Red Meat
Jan-1977,1977,1,Million Pounds,"2,116.00",Beef,Commercial,Red Meat
Dec-1976,1976,12,Million Pounds,"2,113.00",Beef,Commercial,Red Meat
Nov-1976,1976,11,Million Pounds,"2,096.00",Beef,Commercial,Red Meat
Oct-1976,1976,10,Million Pounds,"2,203.00",Beef,Commercial,Red Meat
Sep-1976,1976,9,Million Pounds,"2,274.00",Beef,Commercial,Red Meat
Aug-1976,1976,8,Million Pounds,"2,233.00",Beef,Commercial,Red Meat
Jul-1976,1976,7,Million Pounds,"2,111.00",Beef,Commercial,Red Meat
Jun-1976,1976,6,Million Pounds,"2,161.00",Beef,Commercial,Red Meat
May-1976,1976,5,Million Pounds,"1,969.00",Beef,Commercial,Red Meat
Apr-1976,1976,4,Million Pounds,"2,015.00",Beef,Commercial,Red Meat
Mar-1976,1976,3,Million Pounds,"2,318.00",Beef,Commercial,Red Meat
Feb-1976,1976,2,Million Pounds,"1,966.00",Beef,Commercial,Red Meat
Jan-1976,1976,1,Million Pounds,"2,208.00",Beef,Commercial,Red Meat
Dec-1975,1975,12,Million Pounds,"2,055.00",Beef,Commercial,Red Meat
Nov-1975,1975,11,Million Pounds,"1,970.00",Beef,Commercial,Red Meat
Oct-1975,1975,10,Million Pounds,"2,270.00",Beef,Commercial,Red Meat
Sep-1975,1975,9,Million Pounds,"2,065.00",Beef,Commercial,Red Meat
Aug-1975,1975,8,Million Pounds,"1,961.00",Beef,Commercial,Red Meat
Jul-1975,1975,7,Million Pounds,"1,916.00",Beef,Commercial,Red Meat
Jun-1975,1975,6,Million Pounds,"1,849.00",Beef,Commercial,Red Meat
May-1975,1975,5,Million Pounds,"1,849.00",Beef,Commercial,Red Meat
Apr-1975,1975,4,Million Pounds,"1,895.00",Beef,Commercial,Red Meat
Mar-1975,1975,3,Million Pounds,"1,891.00",Beef,Commercial,Red Meat
Feb-1975,1975,2,Million Pounds,"1,845.00",Beef,Commercial,Red Meat
Jan-1975,1975,1,Million Pounds,"2,106.00",Beef,Commercial,Red Meat
Dec-1974,1974,12,Million Pounds,"1,918.00",Beef,Commercial,Red Meat
Nov-1974,1974,11,Million Pounds,"1,952.00",Beef,Commercial,Red Meat
Oct-1974,1974,10,Million Pounds,"2,151.00",Beef,Commercial,Red Meat
Sep-1974,1974,9,Million Pounds,"1,857.00",Beef,Commercial,Red Meat
Aug-1974,1974,8,Million Pounds,"1,953.00",Beef,Commercial,Red Meat
Jul-1974,1974,7,Million Pounds,"1,941.00",Beef,Commercial,Red Meat
Jun-1974,1974,6,Million Pounds,"1,839.00",Beef,Commercial,Red Meat
May-1974,1974,5,Million Pounds,"1,945.00",Beef,Commercial,Red Meat
Apr-1974,1974,4,Million Pounds,"1,853.00",Beef,Commercial,Red Meat
Mar-1974,1974,3,Million Pounds,"1,858.00",Beef,Commercial,Red Meat
Feb-1974,1974,2,Million Pounds,"1,603.00",Beef,Commercial,Red Meat
Jan-1974,1974,1,Million Pounds,"1,973.00",Beef,Commercial,Red Meat
Dec-1973,1973,12,Million Pounds,"1,778.00",Beef,Commercial,Red Meat
Nov-1973,1973,11,Million Pounds,"1,874.00",Beef,Commercial,Red Meat
Oct-1973,1973,10,Million Pounds,"1,996.00",Beef,Commercial,Red Meat
Sep-1973,1973,9,Million Pounds,"1,641.00",Beef,Commercial,Red Meat
Aug-1973,1973,8,Million Pounds,"1,662.00",Beef,Commercial,Red Meat
Jul-1973,1973,7,Million Pounds,"1,695.00",Beef,Commercial,Red Meat
Jun-1973,1973,6,Million Pounds,"1,740.00",Beef,Commercial,Red Meat
May-1973,1973,5,Million Pounds,"1,826.00",Beef,Commercial,Red Meat
Apr-1973,1973,4,Million Pounds,"1,483.00",Beef,Commercial,Red Meat
Mar-1973,1973,3,Million Pounds,"1,774.00",Beef,Commercial,Red Meat
Feb-1973,1973,2,Million Pounds,"1,675.00",Beef,Commercial,Red Meat
Jan-1973,1973,1,Million Pounds,"1,945.00",Beef,Commercial,Red Meat
Dec-1972,1972,12,Million Pounds,"1,813.00",Beef,Commercial,Red Meat
Nov-1972,1972,11,Million Pounds,"1,897.00",Beef,Commercial,Red Meat
Oct-1972,1972,10,Million Pounds,"2,013.00",Beef,Commercial,Red Meat
Sep-1972,1972,9,Million Pounds,"1,880.00",Beef,Commercial,Red Meat
Aug-1972,1972,8,Million Pounds,"1,987.00",Beef,Commercial,Red Meat
Jul-1972,1972,7,Million Pounds,"1,692.00",Beef,Commercial,Red Meat
Jun-1972,1972,6,Million Pounds,"1,913.00",Beef,Commercial,Red Meat
May-1972,1972,5,Million Pounds,"1,936.00",Beef,Commercial,Red Meat
Apr-1972,1972,4,Million Pounds,"1,717.00",Beef,Commercial,Red Meat
Mar-1972,1972,3,Million Pounds,"1,867.00",Beef,Commercial,Red Meat
Feb-1972,1972,2,Million Pounds,"1,711.00",Beef,Commercial,Red Meat
Jan-1972,1972,1,Million Pounds,"1,792.00",Beef,Commercial,Red Meat
Dec-1971,1971,12,Million Pounds,"1,768.00",Beef,Commercial,Red Meat
Nov-1971,1971,11,Million Pounds,"1,786.00",Beef,Commercial,Red Meat
Oct-1971,1971,10,Million Pounds,"1,824.00",Beef,Commercial,Red Meat
Sep-1971,1971,9,Million Pounds,"1,889.00",Beef,Commercial,Red Meat
Aug-1971,1971,8,Million Pounds,"1,836.00",Beef,Commercial,Red Meat
Jul-1971,1971,7,Million Pounds,"1,850.00",Beef,Commercial,Red Meat
Jun-1971,1971,6,Million Pounds,"1,914.00",Beef,Commercial,Red Meat
May-1971,1971,5,Million Pounds,"1,761.00",Beef,Commercial,Red Meat
Apr-1971,1971,4,Million Pounds,"1,771.00",Beef,Commercial,Red Meat
Mar-1971,1971,3,Million Pounds,"1,866.00",Beef,Commercial,Red Meat
Feb-1971,1971,2,Million Pounds,"1,617.00",Beef,Commercial,Red Meat
Jan-1971,1971,1,Million Pounds,"1,817.00",Beef,Commercial,Red Meat
Dec-1970,1970,12,Million Pounds,"1,851.00",Beef,Commercial,Red Meat
Nov-1970,1970,11,Million Pounds,"1,696.00",Beef,Commercial,Red Meat
Oct-1970,1970,10,Million Pounds,"1,913.00",Beef,Commercial,Red Meat
Sep-1970,1970,9,Million Pounds,"1,868.00",Beef,Commercial,Red Meat
Aug-1970,1970,8,Million Pounds,"1,734.00",Beef,Commercial,Red Meat
Jul-1970,1970,7,Million Pounds,"1,808.00",Beef,Commercial,Red Meat
Jun-1970,1970,6,Million Pounds,"1,807.00",Beef,Commercial,Red Meat
May-1970,1970,5,Million Pounds,"1,736.00",Beef,Commercial,Red Meat
Apr-1970,1970,4,Million Pounds,"1,783.00",Beef,Commercial,Red Meat
Mar-1970,1970,3,Million Pounds,"1,760.00",Beef,Commercial,Red Meat
Feb-1970,1970,2,Million Pounds,"1,644.00",Beef,Commercial,Red Meat
Jan-1970,1970,1,Million Pounds,"1,872.00",Beef,Commercial,Red Meat
Dec-1969,1969,12,Million Pounds,"1,804.00",Beef,Commercial,Red Meat
Nov-1969,1969,11,Million Pounds,"1,641.00",Beef,Commercial,Red Meat
Oct-1969,1969,10,Million Pounds,"1,995.00",Beef,Commercial,Red Meat
Sep-1969,1969,9,Million Pounds,"1,855.00",Beef,Commercial,Red Meat
Aug-1969,1969,8,Million Pounds,"1,734.00",Beef,Commercial,Red Meat
Jul-1969,1969,7,Million Pounds,"1,765.00",Beef,Commercial,Red Meat
Jun-1969,1969,6,Million Pounds,"1,666.00",Beef,Commercial,Red Meat
May-1969,1969,5,Million Pounds,"1,685.00",Beef,Commercial,Red Meat
Apr-1969,1969,4,Million Pounds,"1,667.00",Beef,Commercial,Red Meat
Mar-1969,1969,3,Million Pounds,"1,660.00",Beef,Commercial,Red Meat
Feb-1969,1969,2,Million Pounds,"1,631.00",Beef,Commercial,Red Meat
Jan-1969,1969,1,Million Pounds,"1,857.00",Beef,Commercial,Red Meat
