Date,Year,Month,Unit,Animal,Count,Commercial_Or_Federally_Inspected,Type_Of_Meat
Dec-1996,1996,12,"1,000 Head",Cattle,"2,876.20",Commercial,Red Meat
Nov-1996,1996,11,"1,000 Head",Cattle,"2,872.40",Commercial,Red Meat
Oct-1996,1996,10,"1,000 Head",Cattle,"3,151.70",Commercial,Red Meat
Sep-1996,1996,9,"1,000 Head",Cattle,"2,759.60",Commercial,Red Meat
Aug-1996,1996,8,"1,000 Head",Cattle,"3,214.30",Commercial,Red Meat
Jul-1996,1996,7,"1,000 Head",Cattle,"3,149.00",Commercial,Red Meat
Jun-1996,1996,6,"1,000 Head",Cattle,"3,146.70",Commercial,Red Meat
May-1996,1996,5,"1,000 Head",Cattle,"3,329.00",Commercial,Red Meat
Apr-1996,1996,4,"1,000 Head",Cattle,"3,112.90",Commercial,Red Meat
Mar-1996,1996,3,"1,000 Head",Cattle,"2,903.40",Commercial,Red Meat
Feb-1996,1996,2,"1,000 Head",Cattle,"2,927.20",Commercial,Red Meat
Jan-1996,1996,1,"1,000 Head",Cattle,"3,141.10",Commercial,Red Meat
Dec-1995,1995,12,"1,000 Head",Cattle,"2,827.00",Commercial,Red Meat
Nov-1995,1995,11,"1,000 Head",Cattle,"2,986.60",Commercial,Red Meat
Oct-1995,1995,10,"1,000 Head",Cattle,"3,076.20",Commercial,Red Meat
Sep-1995,1995,9,"1,000 Head",Cattle,"3,098.00",Commercial,Red Meat
Aug-1995,1995,8,"1,000 Head",Cattle,"3,236.90",Commercial,Red Meat
Jul-1995,1995,7,"1,000 Head",Cattle,"2,943.60",Commercial,Red Meat
Jun-1995,1995,6,"1,000 Head",Cattle,"3,256.20",Commercial,Red Meat
May-1995,1995,5,"1,000 Head",Cattle,"3,136.10",Commercial,Red Meat
Apr-1995,1995,4,"1,000 Head",Cattle,"2,661.00",Commercial,Red Meat
Mar-1995,1995,3,"1,000 Head",Cattle,"2,960.70",Commercial,Red Meat
Feb-1995,1995,2,"1,000 Head",Cattle,"2,586.10",Commercial,Red Meat
Jan-1995,1995,1,"1,000 Head",Cattle,"2,871.00",Commercial,Red Meat
Dec-1994,1994,12,"1,000 Head",Cattle,"2,870.80",Commercial,Red Meat
Nov-1994,1994,11,"1,000 Head",Cattle,"2,808.00",Commercial,Red Meat
Oct-1994,1994,10,"1,000 Head",Cattle,"2,948.50",Commercial,Red Meat
Sep-1994,1994,9,"1,000 Head",Cattle,"2,942.40",Commercial,Red Meat
Aug-1994,1994,8,"1,000 Head",Cattle,"3,060.60",Commercial,Red Meat
Jul-1994,1994,7,"1,000 Head",Cattle,"2,821.60",Commercial,Red Meat
Jun-1994,1994,6,"1,000 Head",Cattle,"3,037.70",Commercial,Red Meat
May-1994,1994,5,"1,000 Head",Cattle,"2,834.20",Commercial,Red Meat
Apr-1994,1994,4,"1,000 Head",Cattle,"2,711.10",Commercial,Red Meat
Mar-1994,1994,3,"1,000 Head",Cattle,"2,859.60",Commercial,Red Meat
Feb-1994,1994,2,"1,000 Head",Cattle,"2,558.90",Commercial,Red Meat
Jan-1994,1994,1,"1,000 Head",Cattle,"2,743.00",Commercial,Red Meat
Dec-1993,1993,12,"1,000 Head",Cattle,"2,775.10",Commercial,Red Meat
Nov-1993,1993,11,"1,000 Head",Cattle,"2,697.60",Commercial,Red Meat
Oct-1993,1993,10,"1,000 Head",Cattle,"2,797.60",Commercial,Red Meat
Sep-1993,1993,9,"1,000 Head",Cattle,"2,869.30",Commercial,Red Meat
Aug-1993,1993,8,"1,000 Head",Cattle,"2,941.50",Commercial,Red Meat
Jul-1993,1993,7,"1,000 Head",Cattle,"2,864.80",Commercial,Red Meat
Jun-1993,1993,6,"1,000 Head",Cattle,"3,013.30",Commercial,Red Meat
May-1993,1993,5,"1,000 Head",Cattle,"2,774.40",Commercial,Red Meat
Apr-1993,1993,4,"1,000 Head",Cattle,"2,681.10",Commercial,Red Meat
Mar-1993,1993,3,"1,000 Head",Cattle,"2,775.30",Commercial,Red Meat
Feb-1993,1993,2,"1,000 Head",Cattle,"2,466.50",Commercial,Red Meat
Jan-1993,1993,1,"1,000 Head",Cattle,"2,667.70",Commercial,Red Meat
Dec-1992,1992,12,"1,000 Head",Cattle,"2,703.10",Commercial,Red Meat
Nov-1992,1992,11,"1,000 Head",Cattle,"2,559.70",Commercial,Red Meat
Oct-1992,1992,10,"1,000 Head",Cattle,"2,863.60",Commercial,Red Meat
Sep-1992,1992,9,"1,000 Head",Cattle,"2,811.30",Commercial,Red Meat
Aug-1992,1992,8,"1,000 Head",Cattle,"2,782.20",Commercial,Red Meat
Jul-1992,1992,7,"1,000 Head",Cattle,"2,860.30",Commercial,Red Meat
Jun-1992,1992,6,"1,000 Head",Cattle,"2,924.30",Commercial,Red Meat
May-1992,1992,5,"1,000 Head",Cattle,"2,746.20",Commercial,Red Meat
Apr-1992,1992,4,"1,000 Head",Cattle,"2,587.20",Commercial,Red Meat
Mar-1992,1992,3,"1,000 Head",Cattle,"2,667.50",Commercial,Red Meat
Feb-1992,1992,2,"1,000 Head",Cattle,"2,440.40",Commercial,Red Meat
Jan-1992,1992,1,"1,000 Head",Cattle,"2,927.90",Commercial,Red Meat
Dec-1991,1991,12,"1,000 Head",Cattle,"2,562.00",Commercial,Red Meat
Nov-1991,1991,11,"1,000 Head",Cattle,"2,578.40",Commercial,Red Meat
Oct-1991,1991,10,"1,000 Head",Cattle,"2,932.20",Commercial,Red Meat
Sep-1991,1991,9,"1,000 Head",Cattle,"2,702.90",Commercial,Red Meat
Aug-1991,1991,8,"1,000 Head",Cattle,"2,905.10",Commercial,Red Meat
Jul-1991,1991,7,"1,000 Head",Cattle,"2,844.50",Commercial,Red Meat
Jun-1991,1991,6,"1,000 Head",Cattle,"2,708.90",Commercial,Red Meat
May-1991,1991,5,"1,000 Head",Cattle,"2,850.80",Commercial,Red Meat
Apr-1991,1991,4,"1,000 Head",Cattle,"2,742.00",Commercial,Red Meat
Mar-1991,1991,3,"1,000 Head",Cattle,"2,508.60",Commercial,Red Meat
Feb-1991,1991,2,"1,000 Head",Cattle,"2,470.60",Commercial,Red Meat
Jan-1991,1991,1,"1,000 Head",Cattle,"2,883.40",Commercial,Red Meat
Dec-1990,1990,12,"1,000 Head",Cattle,"2,453.30",Commercial,Red Meat
Nov-1990,1990,11,"1,000 Head",Cattle,"2,701.00",Commercial,Red Meat
Oct-1990,1990,10,"1,000 Head",Cattle,"2,963.20",Commercial,Red Meat
Sep-1990,1990,9,"1,000 Head",Cattle,"2,616.00",Commercial,Red Meat
Aug-1990,1990,8,"1,000 Head",Cattle,"2,984.00",Commercial,Red Meat
Jul-1990,1990,7,"1,000 Head",Cattle,"2,861.40",Commercial,Red Meat
Jun-1990,1990,6,"1,000 Head",Cattle,"2,936.20",Commercial,Red Meat
May-1990,1990,5,"1,000 Head",Cattle,"2,993.40",Commercial,Red Meat
Apr-1990,1990,4,"1,000 Head",Cattle,"2,618.60",Commercial,Red Meat
Mar-1990,1990,3,"1,000 Head",Cattle,"2,761.30",Commercial,Red Meat
Feb-1990,1990,2,"1,000 Head",Cattle,"2,501.10",Commercial,Red Meat
Jan-1990,1990,1,"1,000 Head",Cattle,"2,853.00",Commercial,Red Meat
Dec-1989,1989,12,"1,000 Head",Cattle,"2,679.60",Commercial,Red Meat
Nov-1989,1989,11,"1,000 Head",Cattle,"2,784.60",Commercial,Red Meat
Oct-1989,1989,10,"1,000 Head",Cattle,"2,964.10",Commercial,Red Meat
Sep-1989,1989,9,"1,000 Head",Cattle,"2,773.80",Commercial,Red Meat
Aug-1989,1989,8,"1,000 Head",Cattle,"3,047.00",Commercial,Red Meat
Jul-1989,1989,7,"1,000 Head",Cattle,"2,794.10",Commercial,Red Meat
Jun-1989,1989,6,"1,000 Head",Cattle,"3,024.40",Commercial,Red Meat
May-1989,1989,5,"1,000 Head",Cattle,"3,025.30",Commercial,Red Meat
Apr-1989,1989,4,"1,000 Head",Cattle,"2,644.00",Commercial,Red Meat
Mar-1989,1989,3,"1,000 Head",Cattle,"2,818.70",Commercial,Red Meat
Feb-1989,1989,2,"1,000 Head",Cattle,"2,568.00",Commercial,Red Meat
Jan-1989,1989,1,"1,000 Head",Cattle,"2,793.50",Commercial,Red Meat
Dec-1988,1988,12,"1,000 Head",Cattle,"2,773.90",Commercial,Red Meat
Nov-1988,1988,11,"1,000 Head",Cattle,"2,799.80",Commercial,Red Meat
Oct-1988,1988,10,"1,000 Head",Cattle,"2,965.70",Commercial,Red Meat
Sep-1988,1988,9,"1,000 Head",Cattle,"3,010.00",Commercial,Red Meat
Aug-1988,1988,8,"1,000 Head",Cattle,"3,207.00",Commercial,Red Meat
Jul-1988,1988,7,"1,000 Head",Cattle,"2,982.70",Commercial,Red Meat
Jun-1988,1988,6,"1,000 Head",Cattle,"3,067.70",Commercial,Red Meat
May-1988,1988,5,"1,000 Head",Cattle,"2,908.50",Commercial,Red Meat
Apr-1988,1988,4,"1,000 Head",Cattle,"2,782.80",Commercial,Red Meat
Mar-1988,1988,3,"1,000 Head",Cattle,"2,896.20",Commercial,Red Meat
Feb-1988,1988,2,"1,000 Head",Cattle,"2,758.50",Commercial,Red Meat
Jan-1988,1988,1,"1,000 Head",Cattle,"2,926.10",Commercial,Red Meat
Dec-1987,1987,12,"1,000 Head",Cattle,"2,898.70",Commercial,Red Meat
Nov-1987,1987,11,"1,000 Head",Cattle,"2,750.90",Commercial,Red Meat
Oct-1987,1987,10,"1,000 Head",Cattle,"3,131.40",Commercial,Red Meat
Sep-1987,1987,9,"1,000 Head",Cattle,"3,068.20",Commercial,Red Meat
Aug-1987,1987,8,"1,000 Head",Cattle,"3,055.90",Commercial,Red Meat
Jul-1987,1987,7,"1,000 Head",Cattle,"3,099.00",Commercial,Red Meat
Jun-1987,1987,6,"1,000 Head",Cattle,"3,035.00",Commercial,Red Meat
May-1987,1987,5,"1,000 Head",Cattle,"2,871.90",Commercial,Red Meat
Apr-1987,1987,4,"1,000 Head",Cattle,"2,971.10",Commercial,Red Meat
Mar-1987,1987,3,"1,000 Head",Cattle,"2,904.40",Commercial,Red Meat
Feb-1987,1987,2,"1,000 Head",Cattle,"2,659.40",Commercial,Red Meat
Jan-1987,1987,1,"1,000 Head",Cattle,"3,201.00",Commercial,Red Meat
Dec-1986,1986,12,"1,000 Head",Cattle,"3,075.60",Commercial,Red Meat
Nov-1986,1986,11,"1,000 Head",Cattle,"2,819.10",Commercial,Red Meat
Oct-1986,1986,10,"1,000 Head",Cattle,"3,285.40",Commercial,Red Meat
Sep-1986,1986,9,"1,000 Head",Cattle,"3,128.00",Commercial,Red Meat
Aug-1986,1986,8,"1,000 Head",Cattle,"3,202.60",Commercial,Red Meat
Jul-1986,1986,7,"1,000 Head",Cattle,"3,321.90",Commercial,Red Meat
Jun-1986,1986,6,"1,000 Head",Cattle,"3,122.90",Commercial,Red Meat
May-1986,1986,5,"1,000 Head",Cattle,"3,234.30",Commercial,Red Meat
Apr-1986,1986,4,"1,000 Head",Cattle,"3,214.30",Commercial,Red Meat
Mar-1986,1986,3,"1,000 Head",Cattle,"2,838.80",Commercial,Red Meat
Feb-1986,1986,2,"1,000 Head",Cattle,"2,714.70",Commercial,Red Meat
Jan-1986,1986,1,"1,000 Head",Cattle,"3,330.70",Commercial,Red Meat
Dec-1985,1985,12,"1,000 Head",Cattle,"2,925.40",Commercial,Red Meat
Nov-1985,1985,11,"1,000 Head",Cattle,"2,811.90",Commercial,Red Meat
Oct-1985,1985,10,"1,000 Head",Cattle,"3,240.00",Commercial,Red Meat
Sep-1985,1985,9,"1,000 Head",Cattle,"2,998.90",Commercial,Red Meat
Aug-1985,1985,8,"1,000 Head",Cattle,"3,215.10",Commercial,Red Meat
Jul-1985,1985,7,"1,000 Head",Cattle,"3,138.60",Commercial,Red Meat
Jun-1985,1985,6,"1,000 Head",Cattle,"2,883.30",Commercial,Red Meat
May-1985,1985,5,"1,000 Head",Cattle,"3,173.50",Commercial,Red Meat
Apr-1985,1985,4,"1,000 Head",Cattle,"2,970.70",Commercial,Red Meat
Mar-1985,1985,3,"1,000 Head",Cattle,"2,882.60",Commercial,Red Meat
Feb-1985,1985,2,"1,000 Head",Cattle,"2,775.90",Commercial,Red Meat
Jan-1985,1985,1,"1,000 Head",Cattle,"3,276.90",Commercial,Red Meat
Dec-1984,1984,12,"1,000 Head",Cattle,"2,943.40",Commercial,Red Meat
Nov-1984,1984,11,"1,000 Head",Cattle,"3,086.30",Commercial,Red Meat
Oct-1984,1984,10,"1,000 Head",Cattle,"3,477.90",Commercial,Red Meat
Sep-1984,1984,9,"1,000 Head",Cattle,"3,039.50",Commercial,Red Meat
Aug-1984,1984,8,"1,000 Head",Cattle,"3,395.70",Commercial,Red Meat
Jul-1984,1984,7,"1,000 Head",Cattle,"3,127.00",Commercial,Red Meat
Jun-1984,1984,6,"1,000 Head",Cattle,"3,187.40",Commercial,Red Meat
May-1984,1984,5,"1,000 Head",Cattle,"3,301.40",Commercial,Red Meat
Apr-1984,1984,4,"1,000 Head",Cattle,"2,854.60",Commercial,Red Meat
Mar-1984,1984,3,"1,000 Head",Cattle,"3,088.50",Commercial,Red Meat
Feb-1984,1984,2,"1,000 Head",Cattle,"2,971.10",Commercial,Red Meat
Jan-1984,1984,1,"1,000 Head",Cattle,"3,108.80",Commercial,Red Meat
Dec-1983,1983,12,"1,000 Head",Cattle,"3,161.00",Commercial,Red Meat
Nov-1983,1983,11,"1,000 Head",Cattle,"3,079.20",Commercial,Red Meat
Oct-1983,1983,10,"1,000 Head",Cattle,"3,277.70",Commercial,Red Meat
Sep-1983,1983,9,"1,000 Head",Cattle,"3,312.60",Commercial,Red Meat
Aug-1983,1983,8,"1,000 Head",Cattle,"3,368.90",Commercial,Red Meat
Jul-1983,1983,7,"1,000 Head",Cattle,"2,866.50",Commercial,Red Meat
Jun-1983,1983,6,"1,000 Head",Cattle,"3,138.90",Commercial,Red Meat
May-1983,1983,5,"1,000 Head",Cattle,"2,956.70",Commercial,Red Meat
Apr-1983,1983,4,"1,000 Head",Cattle,"2,755.50",Commercial,Red Meat
Mar-1983,1983,3,"1,000 Head",Cattle,"2,979.60",Commercial,Red Meat
Feb-1983,1983,2,"1,000 Head",Cattle,"2,691.30",Commercial,Red Meat
Jan-1983,1983,1,"1,000 Head",Cattle,"3,060.90",Commercial,Red Meat
Dec-1982,1982,12,"1,000 Head",Cattle,"9,308.50",Commercial,Red Meat
Dec-2023,2023,12,"1,000 Head",Steers,"1,218.70",Commercial,Red Meat
Nov-2023,2023,11,"1,000 Head",Steers,"1,231.20",Commercial,Red Meat
Oct-2023,2023,10,"1,000 Head",Steers,"1,300.90",Commercial,Red Meat
Sep-2023,2023,9,"1,000 Head",Steers,"1,230.40",Commercial,Red Meat
Aug-2023,2023,8,"1,000 Head",Steers,"1,382.60",Commercial,Red Meat
Jul-2023,2023,7,"1,000 Head",Steers,"1,242.50",Commercial,Red Meat
Jun-2023,2023,6,"1,000 Head",Steers,"1,407.50",Commercial,Red Meat
May-2023,2023,5,"1,000 Head",Steers,"1,366.90",Commercial,Red Meat
Apr-2023,2023,4,"1,000 Head",Steers,"1,169.90",Commercial,Red Meat
Mar-2023,2023,3,"1,000 Head",Steers,"1,329.50",Commercial,Red Meat
Feb-2023,2023,2,"1,000 Head",Steers,"1,183.10",Commercial,Red Meat
Jan-2023,2023,1,"1,000 Head",Steers,"1,295.60",Commercial,Red Meat
Dec-2022,2022,12,"1,000 Head",Steers,"1,216.00",Commercial,Red Meat
Nov-2022,2022,11,"1,000 Head",Steers,"1,310.30",Commercial,Red Meat
Oct-2022,2022,10,"1,000 Head",Steers,"1,320.70",Commercial,Red Meat
Sep-2022,2022,9,"1,000 Head",Steers,"1,383.30",Commercial,Red Meat
Aug-2022,2022,8,"1,000 Head",Steers,"1,489.20",Commercial,Red Meat
Jul-2022,2022,7,"1,000 Head",Steers,"1,322.40",Commercial,Red Meat
Jun-2022,2022,6,"1,000 Head",Steers,"1,486.10",Commercial,Red Meat
May-2022,2022,5,"1,000 Head",Steers,"1,369.40",Commercial,Red Meat
Apr-2022,2022,4,"1,000 Head",Steers,"1,354.80",Commercial,Red Meat
Mar-2022,2022,3,"1,000 Head",Steers,"1,357.30",Commercial,Red Meat
Feb-2022,2022,2,"1,000 Head",Steers,"1,238.00",Commercial,Red Meat
Jan-2022,2022,1,"1,000 Head",Steers,"1,272.70",Commercial,Red Meat
Dec-2021,2021,12,"1,000 Head",Steers,"1,337.50",Commercial,Red Meat
Nov-2021,2021,11,"1,000 Head",Steers,"1,351.10",Commercial,Red Meat
Oct-2021,2021,10,"1,000 Head",Steers,"1,343.90",Commercial,Red Meat
Sep-2021,2021,9,"1,000 Head",Steers,"1,363.90",Commercial,Red Meat
Aug-2021,2021,8,"1,000 Head",Steers,"1,435.30",Commercial,Red Meat
Jul-2021,2021,7,"1,000 Head",Steers,"1,441.10",Commercial,Red Meat
Jun-2021,2021,6,"1,000 Head",Steers,"1,499.30",Commercial,Red Meat
May-2021,2021,5,"1,000 Head",Steers,"1,363.80",Commercial,Red Meat
Apr-2021,2021,4,"1,000 Head",Steers,"1,399.70",Commercial,Red Meat
Mar-2021,2021,3,"1,000 Head",Steers,"1,420.30",Commercial,Red Meat
Feb-2021,2021,2,"1,000 Head",Steers,"1,195.30",Commercial,Red Meat
Jan-2021,2021,1,"1,000 Head",Steers,"1,320.40",Commercial,Red Meat
Dec-2020,2020,12,"1,000 Head",Steers,"1,348.00",Commercial,Red Meat
Nov-2020,2020,11,"1,000 Head",Steers,"1,317.10",Commercial,Red Meat
Oct-2020,2020,10,"1,000 Head",Steers,"1,442.50",Commercial,Red Meat
Sep-2020,2020,9,"1,000 Head",Steers,"1,419.10",Commercial,Red Meat
Aug-2020,2020,8,"1,000 Head",Steers,"1,404.10",Commercial,Red Meat
Jul-2020,2020,7,"1,000 Head",Steers,"1,509.40",Commercial,Red Meat
Jun-2020,2020,6,"1,000 Head",Steers,"1,526.90",Commercial,Red Meat
May-2020,2020,5,"1,000 Head",Steers,"1,123.70",Commercial,Red Meat
Apr-2020,2020,4,"1,000 Head",Steers,"1,049.30",Commercial,Red Meat
Mar-2020,2020,3,"1,000 Head",Steers,"1,400.40",Commercial,Red Meat
Feb-2020,2020,2,"1,000 Head",Steers,"1,257.30",Commercial,Red Meat
Jan-2020,2020,1,"1,000 Head",Steers,"1,371.90",Commercial,Red Meat
Dec-2019,2019,12,"1,000 Head",Steers,"1,309.30",Commercial,Red Meat
Nov-2019,2019,11,"1,000 Head",Steers,"1,333.00",Commercial,Red Meat
Oct-2019,2019,10,"1,000 Head",Steers,"1,392.80",Commercial,Red Meat
Sep-2019,2019,9,"1,000 Head",Steers,"1,277.90",Commercial,Red Meat
Aug-2019,2019,8,"1,000 Head",Steers,"1,462.00",Commercial,Red Meat
Jul-2019,2019,7,"1,000 Head",Steers,"1,511.90",Commercial,Red Meat
Jun-2019,2019,6,"1,000 Head",Steers,"1,477.00",Commercial,Red Meat
May-2019,2019,5,"1,000 Head",Steers,"1,544.00",Commercial,Red Meat
Apr-2019,2019,4,"1,000 Head",Steers,"1,436.80",Commercial,Red Meat
Mar-2019,2019,3,"1,000 Head",Steers,"1,240.30",Commercial,Red Meat
Feb-2019,2019,2,"1,000 Head",Steers,"1,174.80",Commercial,Red Meat
Jan-2019,2019,1,"1,000 Head",Steers,"1,376.90",Commercial,Red Meat
Dec-2018,2018,12,"1,000 Head",Steers,"1,271.50",Commercial,Red Meat
Nov-2018,2018,11,"1,000 Head",Steers,"1,391.50",Commercial,Red Meat
Oct-2018,2018,10,"1,000 Head",Steers,"1,474.90",Commercial,Red Meat
Sep-2018,2018,9,"1,000 Head",Steers,"1,332.10",Commercial,Red Meat
Aug-2018,2018,8,"1,000 Head",Steers,"1,535.00",Commercial,Red Meat
Jul-2018,2018,7,"1,000 Head",Steers,"1,430.20",Commercial,Red Meat
Jun-2018,2018,6,"1,000 Head",Steers,"1,545.90",Commercial,Red Meat
May-2018,2018,5,"1,000 Head",Steers,"1,567.00",Commercial,Red Meat
Apr-2018,2018,4,"1,000 Head",Steers,"1,387.00",Commercial,Red Meat
Mar-2018,2018,3,"1,000 Head",Steers,"1,348.20",Commercial,Red Meat
Feb-2018,2018,2,"1,000 Head",Steers,"1,196.30",Commercial,Red Meat
Jan-2018,2018,1,"1,000 Head",Steers,"1,405.80",Commercial,Red Meat
Dec-2017,2017,12,"1,000 Head",Steers,"1,303.40",Commercial,Red Meat
Nov-2017,2017,11,"1,000 Head",Steers,"1,387.00",Commercial,Red Meat
Oct-2017,2017,10,"1,000 Head",Steers,"1,422.30",Commercial,Red Meat
Sep-2017,2017,9,"1,000 Head",Steers,"1,409.70",Commercial,Red Meat
Aug-2017,2017,8,"1,000 Head",Steers,"1,574.40",Commercial,Red Meat
Jul-2017,2017,7,"1,000 Head",Steers,"1,430.90",Commercial,Red Meat
Jun-2017,2017,6,"1,000 Head",Steers,"1,604.40",Commercial,Red Meat
May-2017,2017,5,"1,000 Head",Steers,"1,549.20",Commercial,Red Meat
Apr-2017,2017,4,"1,000 Head",Steers,"1,352.70",Commercial,Red Meat
Mar-2017,2017,3,"1,000 Head",Steers,"1,435.50",Commercial,Red Meat
Feb-2017,2017,2,"1,000 Head",Steers,"1,221.90",Commercial,Red Meat
Jan-2017,2017,1,"1,000 Head",Steers,"1,335.40",Commercial,Red Meat
Dec-2016,2016,12,"1,000 Head",Steers,"1,378.80",Commercial,Red Meat
Nov-2016,2016,11,"1,000 Head",Steers,"1,411.80",Commercial,Red Meat
Oct-2016,2016,10,"1,000 Head",Steers,"1,410.90",Commercial,Red Meat
Sep-2016,2016,9,"1,000 Head",Steers,"1,445.50",Commercial,Red Meat
Aug-2016,2016,8,"1,000 Head",Steers,"1,539.40",Commercial,Red Meat
Jul-2016,2016,7,"1,000 Head",Steers,"1,432.50",Commercial,Red Meat
Jun-2016,2016,6,"1,000 Head",Steers,"1,588.70",Commercial,Red Meat
May-2016,2016,5,"1,000 Head",Steers,"1,450.20",Commercial,Red Meat
Apr-2016,2016,4,"1,000 Head",Steers,"1,339.50",Commercial,Red Meat
Mar-2016,2016,3,"1,000 Head",Steers,"1,337.10",Commercial,Red Meat
Feb-2016,2016,2,"1,000 Head",Steers,"1,177.20",Commercial,Red Meat
Jan-2016,2016,1,"1,000 Head",Steers,"1,235.60",Commercial,Red Meat
Dec-2015,2015,12,"1,000 Head",Steers,"1,306.10",Commercial,Red Meat
Nov-2015,2015,11,"1,000 Head",Steers,"1,205.40",Commercial,Red Meat
Oct-2015,2015,10,"1,000 Head",Steers,"1,359.70",Commercial,Red Meat
Sep-2015,2015,9,"1,000 Head",Steers,"1,411.10",Commercial,Red Meat
Aug-2015,2015,8,"1,000 Head",Steers,"1,333.80",Commercial,Red Meat
Jul-2015,2015,7,"1,000 Head",Steers,"1,437.60",Commercial,Red Meat
Jun-2015,2015,6,"1,000 Head",Steers,"1,420.90",Commercial,Red Meat
May-2015,2015,5,"1,000 Head",Steers,"1,346.90",Commercial,Red Meat
Apr-2015,2015,4,"1,000 Head",Steers,"1,255.20",Commercial,Red Meat
Mar-2015,2015,3,"1,000 Head",Steers,"1,198.60",Commercial,Red Meat
Feb-2015,2015,2,"1,000 Head",Steers,"1,072.70",Commercial,Red Meat
Jan-2015,2015,1,"1,000 Head",Steers,"1,229.40",Commercial,Red Meat
Dec-2014,2014,12,"1,000 Head",Steers,"1,234.10",Commercial,Red Meat
Nov-2014,2014,11,"1,000 Head",Steers,"1,102.20",Commercial,Red Meat
Oct-2014,2014,10,"1,000 Head",Steers,"1,331.20",Commercial,Red Meat
Sep-2014,2014,9,"1,000 Head",Steers,"1,334.90",Commercial,Red Meat
Aug-2014,2014,8,"1,000 Head",Steers,"1,338.60",Commercial,Red Meat
Jul-2014,2014,7,"1,000 Head",Steers,"1,411.70",Commercial,Red Meat
Jun-2014,2014,6,"1,000 Head",Steers,"1,417.20",Commercial,Red Meat
May-2014,2014,5,"1,000 Head",Steers,"1,448.00",Commercial,Red Meat
Apr-2014,2014,4,"1,000 Head",Steers,"1,353.90",Commercial,Red Meat
Mar-2014,2014,3,"1,000 Head",Steers,"1,217.60",Commercial,Red Meat
Feb-2014,2014,2,"1,000 Head",Steers,"1,116.80",Commercial,Red Meat
Jan-2014,2014,1,"1,000 Head",Steers,"1,322.60",Commercial,Red Meat
Dec-2013,2013,12,"1,000 Head",Steers,"1,269.80",Commercial,Red Meat
Nov-2013,2013,11,"1,000 Head",Steers,"1,281.90",Commercial,Red Meat
Oct-2013,2013,10,"1,000 Head",Steers,"1,428.60",Commercial,Red Meat
Sep-2013,2013,9,"1,000 Head",Steers,"1,316.00",Commercial,Red Meat
Aug-2013,2013,8,"1,000 Head",Steers,"1,437.70",Commercial,Red Meat
Jul-2013,2013,7,"1,000 Head",Steers,"1,494.40",Commercial,Red Meat
Jun-2013,2013,6,"1,000 Head",Steers,"1,454.80",Commercial,Red Meat
May-2013,2013,5,"1,000 Head",Steers,"1,475.50",Commercial,Red Meat
Apr-2013,2013,4,"1,000 Head",Steers,"1,333.70",Commercial,Red Meat
Mar-2013,2013,3,"1,000 Head",Steers,"1,240.70",Commercial,Red Meat
Feb-2013,2013,2,"1,000 Head",Steers,"1,131.30",Commercial,Red Meat
Jan-2013,2013,1,"1,000 Head",Steers,"1,396.30",Commercial,Red Meat
Dec-2012,2012,12,"1,000 Head",Steers,"1,224.70",Commercial,Red Meat
Nov-2012,2012,11,"1,000 Head",Steers,"1,329.20",Commercial,Red Meat
Oct-2012,2012,10,"1,000 Head",Steers,"1,459.70",Commercial,Red Meat
Sep-2012,2012,9,"1,000 Head",Steers,"1,259.20",Commercial,Red Meat
Aug-2012,2012,8,"1,000 Head",Steers,"1,528.00",Commercial,Red Meat
Jul-2012,2012,7,"1,000 Head",Steers,"1,477.00",Commercial,Red Meat
Jun-2012,2012,6,"1,000 Head",Steers,"1,523.90",Commercial,Red Meat
May-2012,2012,5,"1,000 Head",Steers,"1,509.70",Commercial,Red Meat
Apr-2012,2012,4,"1,000 Head",Steers,"1,271.10",Commercial,Red Meat
Mar-2012,2012,3,"1,000 Head",Steers,"1,324.20",Commercial,Red Meat
Feb-2012,2012,2,"1,000 Head",Steers,"1,205.20",Commercial,Red Meat
Jan-2012,2012,1,"1,000 Head",Steers,"1,308.50",Commercial,Red Meat
Dec-2011,2011,12,"1,000 Head",Steers,"1,337.30",Commercial,Red Meat
Nov-2011,2011,11,"1,000 Head",Steers,"1,323.30",Commercial,Red Meat
Oct-2011,2011,10,"1,000 Head",Steers,"1,370.50",Commercial,Red Meat
Sep-2011,2011,9,"1,000 Head",Steers,"1,385.50",Commercial,Red Meat
Aug-2011,2011,8,"1,000 Head",Steers,"1,583.50",Commercial,Red Meat
Jul-2011,2011,7,"1,000 Head",Steers,"1,423.60",Commercial,Red Meat
Jun-2011,2011,6,"1,000 Head",Steers,"1,618.40",Commercial,Red Meat
May-2011,2011,5,"1,000 Head",Steers,"1,452.40",Commercial,Red Meat
Apr-2011,2011,4,"1,000 Head",Steers,"1,327.10",Commercial,Red Meat
Mar-2011,2011,3,"1,000 Head",Steers,"1,432.10",Commercial,Red Meat
Feb-2011,2011,2,"1,000 Head",Steers,"1,242.30",Commercial,Red Meat
Jan-2011,2011,1,"1,000 Head",Steers,"1,304.20",Commercial,Red Meat
Dec-2010,2010,12,"1,000 Head",Steers,"1,405.00",Commercial,Red Meat
Nov-2010,2010,11,"1,000 Head",Steers,"1,359.20",Commercial,Red Meat
Oct-2010,2010,10,"1,000 Head",Steers,"1,368.30",Commercial,Red Meat
Sep-2010,2010,9,"1,000 Head",Steers,"1,415.20",Commercial,Red Meat
