Date,Year,Month,Unit,Animal,Weight,Type_Of_Meat
Aug-1988,1988,8,Million Pounds,Beef,269.61,Red Meat
Jul-1988,1988,7,Million Pounds,Beef,248.42,Red Meat
Jun-1988,1988,6,Million Pounds,Beef,275.12,Red Meat
May-1988,1988,5,Million Pounds,Beef,305.02,Red Meat
Apr-1988,1988,4,Million Pounds,Beef,313.18,Red Meat
Mar-1988,1988,3,Million Pounds,Beef,325.36,Red Meat
Feb-1988,1988,2,Million Pounds,Beef,316.69,Red Meat
Jan-1988,1988,1,Million Pounds,Beef,288.65,Red Meat
Dec-1987,1987,12,Million Pounds,Beef,304.31,Red Meat
Nov-1987,1987,11,Million Pounds,Beef,307.62,Red Meat
Oct-1987,1987,10,Million Pounds,Beef,286.51,Red Meat
Sep-1987,1987,9,Million Pounds,Beef,269.27,Red Meat
Aug-1987,1987,8,Million Pounds,Beef,278.66,Red Meat
Jul-1987,1987,7,Million Pounds,Beef,252.73,Red Meat
Jun-1987,1987,6,Million Pounds,Beef,280.1,Red Meat
May-1987,1987,5,Million Pounds,Beef,312.28,Red Meat
Apr-1987,1987,4,Million Pounds,Beef,311.13,Red Meat
Mar-1987,1987,3,Million Pounds,Beef,305.99,Red Meat
Feb-1987,1987,2,Million Pounds,Beef,320.61,Red Meat
Jan-1987,1987,1,Million Pounds,Beef,310.55,Red Meat
Dec-1986,1986,12,Million Pounds,Beef,297.48,Red Meat
Nov-1986,1986,11,Million Pounds,Beef,292.32,Red Meat
Oct-1986,1986,10,Million Pounds,Beef,291.61,Red Meat
Sep-1986,1986,9,Million Pounds,Beef,319.42,Red Meat
Aug-1986,1986,8,Million Pounds,Beef,336.98,Red Meat
Jul-1986,1986,7,Million Pounds,Beef,321.65,Red Meat
Jun-1986,1986,6,Million Pounds,Beef,318.5,Red Meat
May-1986,1986,5,Million Pounds,Beef,301.24,Red Meat
Apr-1986,1986,4,Million Pounds,Beef,297.1,Red Meat
Mar-1986,1986,3,Million Pounds,Beef,302.32,Red Meat
Feb-1986,1986,2,Million Pounds,Beef,318.44,Red Meat
Jan-1986,1986,1,Million Pounds,Beef,317.43,Red Meat
Dec-1985,1985,12,Million Pounds,Beef,302.26,Red Meat
Nov-1985,1985,11,Million Pounds,Beef,294.91,Red Meat
Oct-1985,1985,10,Million Pounds,Beef,308.36,Red Meat
Sep-1985,1985,9,Million Pounds,Beef,310.59,Red Meat
Aug-1985,1985,8,Million Pounds,Beef,319.65,Red Meat
Jul-1985,1985,7,Million Pounds,Beef,295.51,Red Meat
Jun-1985,1985,6,Million Pounds,Beef,300.94,Red Meat
May-1985,1985,5,Million Pounds,Beef,328.05,Red Meat
Apr-1985,1985,4,Million Pounds,Beef,333.95,Red Meat
Mar-1985,1985,3,Million Pounds,Beef,347.02,Red Meat
Feb-1985,1985,2,Million Pounds,Beef,375.14,Red Meat
Jan-1985,1985,1,Million Pounds,Beef,357.74,Red Meat
Dec-1984,1984,12,Million Pounds,Beef,346.06,Red Meat
Nov-1984,1984,11,Million Pounds,Beef,328.22,Red Meat
Oct-1984,1984,10,Million Pounds,Beef,319.58,Red Meat
Sep-1984,1984,9,Million Pounds,Beef,290.05,Red Meat
Aug-1984,1984,8,Million Pounds,Beef,301.66,Red Meat
Jul-1984,1984,7,Million Pounds,Beef,303.15,Red Meat
Jun-1984,1984,6,Million Pounds,Beef,312.8,Red Meat
May-1984,1984,5,Million Pounds,Beef,324.58,Red Meat
Apr-1984,1984,4,Million Pounds,Beef,325.7,Red Meat
Mar-1984,1984,3,Million Pounds,Beef,332.46,Red Meat
Feb-1984,1984,2,Million Pounds,Beef,338.01,Red Meat
Jan-1984,1984,1,Million Pounds,Beef,325.03,Red Meat
Dec-1983,1983,12,Million Pounds,Beef,316.02,Red Meat
Nov-1983,1983,11,Million Pounds,Beef,277.97,Red Meat
Oct-1983,1983,10,Million Pounds,Beef,268.21,Red Meat
Sep-1983,1983,9,Million Pounds,Beef,267.38,Red Meat
Aug-1983,1983,8,Million Pounds,Beef,252.28,Red Meat
Jul-1983,1983,7,Million Pounds,Beef,253.96,Red Meat
Jun-1983,1983,6,Million Pounds,Beef,265.16,Red Meat
May-1983,1983,5,Million Pounds,Beef,277.33,Red Meat
Apr-1983,1983,4,Million Pounds,Beef,299.08,Red Meat
Mar-1983,1983,3,Million Pounds,Beef,307.05,Red Meat
Feb-1983,1983,2,Million Pounds,Beef,303.21,Red Meat
Jan-1983,1983,1,Million Pounds,Beef,294.38,Red Meat
Dec-2023,2023,12,Million Pounds,Veal,0.89,Red Meat
Nov-2023,2023,11,Million Pounds,Veal,0.94,Red Meat
Oct-2023,2023,10,Million Pounds,Veal,1.3,Red Meat
Sep-2023,2023,9,Million Pounds,Veal,1.15,Red Meat
Aug-2023,2023,8,Million Pounds,Veal,1.17,Red Meat
Jul-2023,2023,7,Million Pounds,Veal,0.96,Red Meat
Jun-2023,2023,6,Million Pounds,Veal,0.96,Red Meat
May-2023,2023,5,Million Pounds,Veal,1.58,Red Meat
Apr-2023,2023,4,Million Pounds,Veal,1.64,Red Meat
Mar-2023,2023,3,Million Pounds,Veal,1.63,Red Meat
Feb-2023,2023,2,Million Pounds,Veal,1.83,Red Meat
Jan-2023,2023,1,Million Pounds,Veal,1.39,Red Meat
Dec-2022,2022,12,Million Pounds,Veal,2.19,Red Meat
Nov-2022,2022,11,Million Pounds,Veal,2.59,Red Meat
Oct-2022,2022,10,Million Pounds,Veal,3.92,Red Meat
Sep-2022,2022,9,Million Pounds,Veal,2.93,Red Meat
Aug-2022,2022,8,Million Pounds,Veal,2.82,Red Meat
Jul-2022,2022,7,Million Pounds,Veal,2.71,Red Meat
Jun-2022,2022,6,Million Pounds,Veal,2.84,Red Meat
May-2022,2022,5,Million Pounds,Veal,2.82,Red Meat
Apr-2022,2022,4,Million Pounds,Veal,2.68,Red Meat
Mar-2022,2022,3,Million Pounds,Veal,3.01,Red Meat
Feb-2022,2022,2,Million Pounds,Veal,4.4,Red Meat
Jan-2022,2022,1,Million Pounds,Veal,3.58,Red Meat
Dec-2021,2021,12,Million Pounds,Veal,4.28,Red Meat
Nov-2021,2021,11,Million Pounds,Veal,4.52,Red Meat
Oct-2021,2021,10,Million Pounds,Veal,5.19,Red Meat
Sep-2021,2021,9,Million Pounds,Veal,6.06,Red Meat
Aug-2021,2021,8,Million Pounds,Veal,5.41,Red Meat
Jul-2021,2021,7,Million Pounds,Veal,5.82,Red Meat
Jun-2021,2021,6,Million Pounds,Veal,6.46,Red Meat
May-2021,2021,5,Million Pounds,Veal,7.04,Red Meat
Apr-2021,2021,4,Million Pounds,Veal,8.56,Red Meat
Mar-2021,2021,3,Million Pounds,Veal,8.94,Red Meat
Feb-2021,2021,2,Million Pounds,Veal,9.19,Red Meat
Jan-2021,2021,1,Million Pounds,Veal,9.38,Red Meat
Dec-2020,2020,12,Million Pounds,Veal,9.06,Red Meat
Nov-2020,2020,11,Million Pounds,Veal,8.63,Red Meat
Oct-2020,2020,10,Million Pounds,Veal,9.26,Red Meat
Sep-2020,2020,9,Million Pounds,Veal,6.97,Red Meat
Aug-2020,2020,8,Million Pounds,Veal,5.33,Red Meat
Jul-2020,2020,7,Million Pounds,Veal,3.47,Red Meat
Jun-2020,2020,6,Million Pounds,Veal,2.92,Red Meat
May-2020,2020,5,Million Pounds,Veal,5.42,Red Meat
Apr-2020,2020,4,Million Pounds,Veal,5.12,Red Meat
Mar-2020,2020,3,Million Pounds,Veal,4.84,Red Meat
Feb-2020,2020,2,Million Pounds,Veal,6.63,Red Meat
Jan-2020,2020,1,Million Pounds,Veal,6.17,Red Meat
Dec-2019,2019,12,Million Pounds,Veal,5.46,Red Meat
Nov-2019,2019,11,Million Pounds,Veal,5.66,Red Meat
Oct-2019,2019,10,Million Pounds,Veal,5.73,Red Meat
Sep-2019,2019,9,Million Pounds,Veal,5.39,Red Meat
Aug-2019,2019,8,Million Pounds,Veal,4.72,Red Meat
Jul-2019,2019,7,Million Pounds,Veal,4.26,Red Meat
Jun-2019,2019,6,Million Pounds,Veal,5.24,Red Meat
May-2019,2019,5,Million Pounds,Veal,5.46,Red Meat
Apr-2019,2019,4,Million Pounds,Veal,4.57,Red Meat
Mar-2019,2019,3,Million Pounds,Veal,9.33,Red Meat
Feb-2019,2019,2,Million Pounds,Veal,8.61,Red Meat
Jan-2019,2019,1,Million Pounds,Veal,8.24,Red Meat
Dec-2018,2018,12,Million Pounds,Veal,9.11,Red Meat
Nov-2018,2018,11,Million Pounds,Veal,9.84,Red Meat
Oct-2018,2018,10,Million Pounds,Veal,13.74,Red Meat
Sep-2018,2018,9,Million Pounds,Veal,14.18,Red Meat
Aug-2018,2018,8,Million Pounds,Veal,18.1,Red Meat
Jul-2018,2018,7,Million Pounds,Veal,14.95,Red Meat
Jun-2018,2018,6,Million Pounds,Veal,18.21,Red Meat
May-2018,2018,5,Million Pounds,Veal,20.03,Red Meat
Apr-2018,2018,4,Million Pounds,Veal,20.78,Red Meat
Mar-2018,2018,3,Million Pounds,Veal,21.16,Red Meat
Feb-2018,2018,2,Million Pounds,Veal,19.91,Red Meat
Jan-2018,2018,1,Million Pounds,Veal,16.37,Red Meat
Dec-2017,2017,12,Million Pounds,Veal,15.8,Red Meat
Nov-2017,2017,11,Million Pounds,Veal,12.34,Red Meat
Oct-2017,2017,10,Million Pounds,Veal,13.67,Red Meat
Sep-2017,2017,9,Million Pounds,Veal,15.31,Red Meat
Aug-2017,2017,8,Million Pounds,Veal,16.33,Red Meat
Jul-2017,2017,7,Million Pounds,Veal,12.3,Red Meat
Jun-2017,2017,6,Million Pounds,Veal,12.87,Red Meat
May-2017,2017,5,Million Pounds,Veal,15.38,Red Meat
Apr-2017,2017,4,Million Pounds,Veal,16.1,Red Meat
Mar-2017,2017,3,Million Pounds,Veal,16.95,Red Meat
Feb-2017,2017,2,Million Pounds,Veal,18.54,Red Meat
Jan-2017,2017,1,Million Pounds,Veal,14.43,Red Meat
Dec-2016,2016,12,Million Pounds,Veal,7.58,Red Meat
Nov-2016,2016,11,Million Pounds,Veal,11.77,Red Meat
Oct-2016,2016,10,Million Pounds,Veal,11,Red Meat
Sep-2016,2016,9,Million Pounds,Veal,8.35,Red Meat
Aug-2016,2016,8,Million Pounds,Veal,8.76,Red Meat
Jul-2016,2016,7,Million Pounds,Veal,8.67,Red Meat
Jun-2016,2016,6,Million Pounds,Veal,6.48,Red Meat
May-2016,2016,5,Million Pounds,Veal,6.19,Red Meat
Apr-2016,2016,4,Million Pounds,Veal,6.67,Red Meat
Mar-2016,2016,3,Million Pounds,Veal,7.32,Red Meat
Feb-2016,2016,2,Million Pounds,Veal,6.9,Red Meat
Jan-2016,2016,1,Million Pounds,Veal,6.24,Red Meat
Dec-2015,2015,12,Million Pounds,Veal,6.58,Red Meat
Nov-2015,2015,11,Million Pounds,Veal,6.17,Red Meat
Oct-2015,2015,10,Million Pounds,Veal,5.92,Red Meat
Sep-2015,2015,9,Million Pounds,Veal,4.07,Red Meat
Aug-2015,2015,8,Million Pounds,Veal,3.85,Red Meat
Jul-2015,2015,7,Million Pounds,Veal,3.29,Red Meat
Jun-2015,2015,6,Million Pounds,Veal,4.68,Red Meat
May-2015,2015,5,Million Pounds,Veal,6.58,Red Meat
Apr-2015,2015,4,Million Pounds,Veal,8.16,Red Meat
Mar-2015,2015,3,Million Pounds,Veal,9.61,Red Meat
Feb-2015,2015,2,Million Pounds,Veal,8.29,Red Meat
Jan-2015,2015,1,Million Pounds,Veal,6.44,Red Meat
Dec-2014,2014,12,Million Pounds,Veal,5.32,Red Meat
Nov-2014,2014,11,Million Pounds,Veal,3.8,Red Meat
Oct-2014,2014,10,Million Pounds,Veal,2.33,Red Meat
Sep-2014,2014,9,Million Pounds,Veal,3.58,Red Meat
Aug-2014,2014,8,Million Pounds,Veal,3.95,Red Meat
Jul-2014,2014,7,Million Pounds,Veal,3.32,Red Meat
Jun-2014,2014,6,Million Pounds,Veal,2.75,Red Meat
May-2014,2014,5,Million Pounds,Veal,3.21,Red Meat
Apr-2014,2014,4,Million Pounds,Veal,2.92,Red Meat
Mar-2014,2014,3,Million Pounds,Veal,3.19,Red Meat
Feb-2014,2014,2,Million Pounds,Veal,3.29,Red Meat
Jan-2014,2014,1,Million Pounds,Veal,3.96,Red Meat
Dec-2013,2013,12,Million Pounds,Veal,3.21,Red Meat
Nov-2013,2013,11,Million Pounds,Veal,3.89,Red Meat
Oct-2013,2013,10,Million Pounds,Veal,4.57,Red Meat
Sep-2013,2013,9,Million Pounds,Veal,3.84,Red Meat
Aug-2013,2013,8,Million Pounds,Veal,5.9,Red Meat
Jul-2013,2013,7,Million Pounds,Veal,5.63,Red Meat
Jun-2013,2013,6,Million Pounds,Veal,5,Red Meat
May-2013,2013,5,Million Pounds,Veal,5.4,Red Meat
Apr-2013,2013,4,Million Pounds,Veal,5.77,Red Meat
Mar-2013,2013,3,Million Pounds,Veal,4.86,Red Meat
Feb-2013,2013,2,Million Pounds,Veal,5.01,Red Meat
Jan-2013,2013,1,Million Pounds,Veal,5.22,Red Meat
Dec-2012,2012,12,Million Pounds,Veal,3.94,Red Meat
Nov-2012,2012,11,Million Pounds,Veal,3.83,Red Meat
Oct-2012,2012,10,Million Pounds,Veal,3.97,Red Meat
Sep-2012,2012,9,Million Pounds,Veal,4.91,Red Meat
Aug-2012,2012,8,Million Pounds,Veal,4.13,Red Meat
Jul-2012,2012,7,Million Pounds,Veal,3.57,Red Meat
Jun-2012,2012,6,Million Pounds,Veal,4.11,Red Meat
May-2012,2012,5,Million Pounds,Veal,3.75,Red Meat
Apr-2012,2012,4,Million Pounds,Veal,4.5,Red Meat
Mar-2012,2012,3,Million Pounds,Veal,4.36,Red Meat
Feb-2012,2012,2,Million Pounds,Veal,3,Red Meat
Jan-2012,2012,1,Million Pounds,Veal,2.88,Red Meat
Dec-2011,2011,12,Million Pounds,Veal,3.24,Red Meat
Nov-2011,2011,11,Million Pounds,Veal,3.65,Red Meat
Oct-2011,2011,10,Million Pounds,Veal,3.16,Red Meat
Sep-2011,2011,9,Million Pounds,Veal,3.96,Red Meat
Aug-2011,2011,8,Million Pounds,Veal,3.62,Red Meat
Jul-2011,2011,7,Million Pounds,Veal,3.45,Red Meat
Jun-2011,2011,6,Million Pounds,Veal,3.86,Red Meat
May-2011,2011,5,Million Pounds,Veal,3.84,Red Meat
Apr-2011,2011,4,Million Pounds,Veal,3.78,Red Meat
Mar-2011,2011,3,Million Pounds,Veal,3.91,Red Meat
Feb-2011,2011,2,Million Pounds,Veal,3.61,Red Meat
Jan-2011,2011,1,Million Pounds,Veal,3.87,Red Meat
Dec-2010,2010,12,Million Pounds,Veal,5.7,Red Meat
Nov-2010,2010,11,Million Pounds,Veal,6.12,Red Meat
Oct-2010,2010,10,Million Pounds,Veal,5.48,Red Meat
Sep-2010,2010,9,Million Pounds,Veal,7.79,Red Meat
Aug-2010,2010,8,Million Pounds,Veal,6.53,Red Meat
Jul-2010,2010,7,Million Pounds,Veal,5.92,Red Meat
Jun-2010,2010,6,Million Pounds,Veal,8.51,Red Meat
May-2010,2010,5,Million Pounds,Veal,6.63,Red Meat
Apr-2010,2010,4,Million Pounds,Veal,7.78,Red Meat
Mar-2010,2010,3,Million Pounds,Veal,8.58,Red Meat
Feb-2010,2010,2,Million Pounds,Veal,8.07,Red Meat
Jan-2010,2010,1,Million Pounds,Veal,8.96,Red Meat
Dec-2009,2009,12,Million Pounds,Veal,8.05,Red Meat
Nov-2009,2009,11,Million Pounds,Veal,9.04,Red Meat
Oct-2009,2009,10,Million Pounds,Veal,9.03,Red Meat
Sep-2009,2009,9,Million Pounds,Veal,10.91,Red Meat
Aug-2009,2009,8,Million Pounds,Veal,10.13,Red Meat
Jul-2009,2009,7,Million Pounds,Veal,8.79,Red Meat
Jun-2009,2009,6,Million Pounds,Veal,7.97,Red Meat
May-2009,2009,5,Million Pounds,Veal,7.81,Red Meat
Apr-2009,2009,4,Million Pounds,Veal,5.98,Red Meat
Mar-2009,2009,3,Million Pounds,Veal,7.59,Red Meat
Feb-2009,2009,2,Million Pounds,Veal,7.18,Red Meat
Jan-2009,2009,1,Million Pounds,Veal,9.19,Red Meat
Dec-2008,2008,12,Million Pounds,Veal,7.92,Red Meat
Nov-2008,2008,11,Million Pounds,Veal,7.42,Red Meat
Oct-2008,2008,10,Million Pounds,Veal,7.9,Red Meat
Sep-2008,2008,9,Million Pounds,Veal,5.98,Red Meat
Aug-2008,2008,8,Million Pounds,Veal,4.72,Red Meat
Jul-2008,2008,7,Million Pounds,Veal,5.94,Red Meat
Jun-2008,2008,6,Million Pounds,Veal,6.28,Red Meat
May-2008,2008,5,Million Pounds,Veal,6.33,Red Meat
Apr-2008,2008,4,Million Pounds,Veal,5.75,Red Meat
Mar-2008,2008,3,Million Pounds,Veal,6.11,Red Meat
Feb-2008,2008,2,Million Pounds,Veal,6.59,Red Meat
Jan-2008,2008,1,Million Pounds,Veal,7.46,Red Meat
Dec-2007,2007,12,Million Pounds,Veal,5.38,Red Meat
Nov-2007,2007,11,Million Pounds,Veal,6.48,Red Meat
Oct-2007,2007,10,Million Pounds,Veal,5.36,Red Meat
Sep-2007,2007,9,Million Pounds,Veal,3.85,Red Meat
Aug-2007,2007,8,Million Pounds,Veal,6.09,Red Meat
Jul-2007,2007,7,Million Pounds,Veal,6,Red Meat
Jun-2007,2007,6,Million Pounds,Veal,5.62,Red Meat
May-2007,2007,5,Million Pounds,Veal,6.27,Red Meat
Apr-2007,2007,4,Million Pounds,Veal,5.58,Red Meat
Mar-2007,2007,3,Million Pounds,Veal,5.7,Red Meat
Feb-2007,2007,2,Million Pounds,Veal,6.79,Red Meat
Jan-2007,2007,1,Million Pounds,Veal,6.27,Red Meat
Dec-2006,2006,12,Million Pounds,Veal,5.21,Red Meat
Nov-2006,2006,11,Million Pounds,Veal,4.41,Red Meat
Oct-2006,2006,10,Million Pounds,Veal,3.9,Red Meat
Sep-2006,2006,9,Million Pounds,Veal,2.78,Red Meat
Aug-2006,2006,8,Million Pounds,Veal,3.3,Red Meat
Jul-2006,2006,7,Million Pounds,Veal,4.01,Red Meat
Jun-2006,2006,6,Million Pounds,Veal,2.27,Red Meat
May-2006,2006,5,Million Pounds,Veal,2.57,Red Meat
Apr-2006,2006,4,Million Pounds,Veal,3.16,Red Meat
Mar-2006,2006,3,Million Pounds,Veal,2.75,Red Meat
Feb-2006,2006,2,Million Pounds,Veal,3.08,Red Meat
Jan-2006,2006,1,Million Pounds,Veal,5.06,Red Meat
Dec-2005,2005,12,Million Pounds,Veal,4.54,Red Meat
Nov-2005,2005,11,Million Pounds,Veal,4.14,Red Meat
Oct-2005,2005,10,Million Pounds,Veal,3.69,Red Meat
Sep-2005,2005,9,Million Pounds,Veal,3.56,Red Meat
Aug-2005,2005,8,Million Pounds,Veal,3.3,Red Meat
Jul-2005,2005,7,Million Pounds,Veal,3.05,Red Meat
Jun-2005,2005,6,Million Pounds,Veal,1.64,Red Meat
May-2005,2005,5,Million Pounds,Veal,2.95,Red Meat
Apr-2005,2005,4,Million Pounds,Veal,2.61,Red Meat
Mar-2005,2005,3,Million Pounds,Veal,2.73,Red Meat
Feb-2005,2005,2,Million Pounds,Veal,2.85,Red Meat
Jan-2005,2005,1,Million Pounds,Veal,3.54,Red Meat
Dec-2004,2004,12,Million Pounds,Veal,3.62,Red Meat
Nov-2004,2004,11,Million Pounds,Veal,3.77,Red Meat
Oct-2004,2004,10,Million Pounds,Veal,4.11,Red Meat
Sep-2004,2004,9,Million Pounds,Veal,4.26,Red Meat
Aug-2004,2004,8,Million Pounds,Veal,5.68,Red Meat
Jul-2004,2004,7,Million Pounds,Veal,5.62,Red Meat
Jun-2004,2004,6,Million Pounds,Veal,5.31,Red Meat
May-2004,2004,5,Million Pounds,Veal,5.84,Red Meat
Apr-2004,2004,4,Million Pounds,Veal,5.89,Red Meat
Mar-2004,2004,3,Million Pounds,Veal,5.2,Red Meat
Feb-2004,2004,2,Million Pounds,Veal,5.28,Red Meat
Jan-2004,2004,1,Million Pounds,Veal,5.03,Red Meat
Dec-2003,2003,12,Million Pounds,Veal,4.97,Red Meat
Nov-2003,2003,11,Million Pounds,Veal,4.76,Red Meat
Oct-2003,2003,10,Million Pounds,Veal,4.6,Red Meat
Sep-2003,2003,9,Million Pounds,Veal,4.17,Red Meat
Aug-2003,2003,8,Million Pounds,Veal,3.8,Red Meat
Jul-2003,2003,7,Million Pounds,Veal,4.07,Red Meat
Jun-2003,2003,6,Million Pounds,Veal,5.1,Red Meat
May-2003,2003,5,Million Pounds,Veal,4.97,Red Meat
Apr-2003,2003,4,Million Pounds,Veal,5.93,Red Meat
Mar-2003,2003,3,Million Pounds,Veal,6.11,Red Meat
Feb-2003,2003,2,Million Pounds,Veal,7.09,Red Meat
Jan-2003,2003,1,Million Pounds,Veal,6.96,Red Meat
Dec-2002,2002,12,Million Pounds,Veal,7.51,Red Meat
Nov-2002,2002,11,Million Pounds,Veal,5.22,Red Meat
Oct-2002,2002,10,Million Pounds,Veal,4.38,Red Meat
Sep-2002,2002,9,Million Pounds,Veal,3.72,Red Meat
Aug-2002,2002,8,Million Pounds,Veal,3.66,Red Meat
Jul-2002,2002,7,Million Pounds,Veal,3.33,Red Meat
Jun-2002,2002,6,Million Pounds,Veal,3.74,Red Meat
May-2002,2002,5,Million Pounds,Veal,3.5,Red Meat
Apr-2002,2002,4,Million Pounds,Veal,3.98,Red Meat
Mar-2002,2002,3,Million Pounds,Veal,4.87,Red Meat
Feb-2002,2002,2,Million Pounds,Veal,5.12,Red Meat
Jan-2002,2002,1,Million Pounds,Veal,6.05,Red Meat
Dec-2001,2001,12,Million Pounds,Veal,5.73,Red Meat
Nov-2001,2001,11,Million Pounds,Veal,5.34,Red Meat
Oct-2001,2001,10,Million Pounds,Veal,4.55,Red Meat
Sep-2001,2001,9,Million Pounds,Veal,3.74,Red Meat
Aug-2001,2001,8,Million Pounds,Veal,3.04,Red Meat
Jul-2001,2001,7,Million Pounds,Veal,3.5,Red Meat
Jun-2001,2001,6,Million Pounds,Veal,3.61,Red Meat
May-2001,2001,5,Million Pounds,Veal,3.72,Red Meat
Apr-2001,2001,4,Million Pounds,Veal,3.82,Red Meat
Mar-2001,2001,3,Million Pounds,Veal,3.98,Red Meat
Feb-2001,2001,2,Million Pounds,Veal,5.01,Red Meat
Jan-2001,2001,1,Million Pounds,Veal,4.72,Red Meat
Dec-2000,2000,12,Million Pounds,Veal,5.66,Red Meat
Nov-2000,2000,11,Million Pounds,Veal,4.7,Red Meat
Oct-2000,2000,10,Million Pounds,Veal,4.76,Red Meat
Sep-2000,2000,9,Million Pounds,Veal,4.61,Red Meat
Aug-2000,2000,8,Million Pounds,Veal,4.57,Red Meat
Jul-2000,2000,7,Million Pounds,Veal,4.46,Red Meat
Jun-2000,2000,6,Million Pounds,Veal,4.28,Red Meat
May-2000,2000,5,Million Pounds,Veal,3.87,Red Meat
Apr-2000,2000,4,Million Pounds,Veal,4.77,Red Meat
Mar-2000,2000,3,Million Pounds,Veal,5.54,Red Meat
Feb-2000,2000,2,Million Pounds,Veal,4.89,Red Meat
Jan-2000,2000,1,Million Pounds,Veal,5.12,Red Meat
Dec-1999,1999,12,Million Pounds,Veal,4.36,Red Meat
Nov-1999,1999,11,Million Pounds,Veal,4.33,Red Meat
Oct-1999,1999,10,Million Pounds,Veal,3.8,Red Meat
Sep-1999,1999,9,Million Pounds,Veal,4.37,Red Meat
Aug-1999,1999,8,Million Pounds,Veal,4.07,Red Meat
Jul-1999,1999,7,Million Pounds,Veal,3.96,Red Meat
Jun-1999,1999,6,Million Pounds,Veal,3.59,Red Meat
May-1999,1999,5,Million Pounds,Veal,4.18,Red Meat
Apr-1999,1999,4,Million Pounds,Veal,4.42,Red Meat
Mar-1999,1999,3,Million Pounds,Veal,4.2,Red Meat
Feb-1999,1999,2,Million Pounds,Veal,4.52,Red Meat
Jan-1999,1999,1,Million Pounds,Veal,5.41,Red Meat
Dec-1998,1998,12,Million Pounds,Veal,5.05,Red Meat
Nov-1998,1998,11,Million Pounds,Veal,4.3,Red Meat
Oct-1998,1998,10,Million Pounds,Veal,5.14,Red Meat
Sep-1998,1998,9,Million Pounds,Veal,4.86,Red Meat
Aug-1998,1998,8,Million Pounds,Veal,5.13,Red Meat
Jul-1998,1998,7,Million Pounds,Veal,5.23,Red Meat
Jun-1998,1998,6,Million Pounds,Veal,4.91,Red Meat
May-1998,1998,5,Million Pounds,Veal,5.91,Red Meat
Apr-1998,1998,4,Million Pounds,Veal,6.13,Red Meat
Mar-1998,1998,3,Million Pounds,Veal,6.54,Red Meat
Feb-1998,1998,2,Million Pounds,Veal,6.86,Red Meat
Jan-1998,1998,1,Million Pounds,Veal,8.02,Red Meat
Dec-1997,1997,12,Million Pounds,Veal,6.59,Red Meat
Nov-1997,1997,11,Million Pounds,Veal,6.53,Red Meat
Oct-1997,1997,10,Million Pounds,Veal,5.87,Red Meat
Sep-1997,1997,9,Million Pounds,Veal,5.12,Red Meat
Aug-1997,1997,8,Million Pounds,Veal,5.05,Red Meat
Jul-1997,1997,7,Million Pounds,Veal,4.48,Red Meat
Jun-1997,1997,6,Million Pounds,Veal,3.99,Red Meat
May-1997,1997,5,Million Pounds,Veal,5.52,Red Meat
Apr-1997,1997,4,Million Pounds,Veal,6.27,Red Meat
Mar-1997,1997,3,Million Pounds,Veal,6.62,Red Meat
Feb-1997,1997,2,Million Pounds,Veal,7.16,Red Meat
Jan-1997,1997,1,Million Pounds,Veal,7.27,Red Meat
Dec-1996,1996,12,Million Pounds,Veal,6.53,Red Meat
Nov-1996,1996,11,Million Pounds,Veal,6.77,Red Meat
Oct-1996,1996,10,Million Pounds,Veal,6.49,Red Meat
Sep-1996,1996,9,Million Pounds,Veal,6.94,Red Meat
Aug-1996,1996,8,Million Pounds,Veal,5.59,Red Meat
Jul-1996,1996,7,Million Pounds,Veal,5.27,Red Meat
Jun-1996,1996,6,Million Pounds,Veal,5.09,Red Meat
May-1996,1996,5,Million Pounds,Veal,6.16,Red Meat
Apr-1996,1996,4,Million Pounds,Veal,6.6,Red Meat
Mar-1996,1996,3,Million Pounds,Veal,6.51,Red Meat
Feb-1996,1996,2,Million Pounds,Veal,7.17,Red Meat
Jan-1996,1996,1,Million Pounds,Veal,6.91,Red Meat
Dec-1995,1995,12,Million Pounds,Veal,7.26,Red Meat
Nov-1995,1995,11,Million Pounds,Veal,7.5,Red Meat
Oct-1995,1995,10,Million Pounds,Veal,7.08,Red Meat
Sep-1995,1995,9,Million Pounds,Veal,7.94,Red Meat
Aug-1995,1995,8,Million Pounds,Veal,9.51,Red Meat
Jul-1995,1995,7,Million Pounds,Veal,8.42,Red Meat
Jun-1995,1995,6,Million Pounds,Veal,8.35,Red Meat
May-1995,1995,5,Million Pounds,Veal,8.59,Red Meat
Apr-1995,1995,4,Million Pounds,Veal,9.49,Red Meat
Mar-1995,1995,3,Million Pounds,Veal,9.03,Red Meat
Feb-1995,1995,2,Million Pounds,Veal,6.93,Red Meat
Jan-1995,1995,1,Million Pounds,Veal,6.7,Red Meat
Dec-1994,1994,12,Million Pounds,Veal,5.97,Red Meat
Nov-1994,1994,11,Million Pounds,Veal,5.46,Red Meat
Oct-1994,1994,10,Million Pounds,Veal,5.55,Red Meat
Sep-1994,1994,9,Million Pounds,Veal,5.96,Red Meat
Aug-1994,1994,8,Million Pounds,Veal,5.39,Red Meat
Jul-1994,1994,7,Million Pounds,Veal,4.58,Red Meat
Jun-1994,1994,6,Million Pounds,Veal,3.8,Red Meat
May-1994,1994,5,Million Pounds,Veal,3.73,Red Meat
Apr-1994,1994,4,Million Pounds,Veal,4.33,Red Meat
